226  13 25 12.25  -47 19 12.4  22011    224.0  3.9   1  201.30103  -47.32012
227  13 25 18.12  -47 19 29.4  22013    231.1  1.7   1  201.32552  -47.32482
228  13 25 32.68  -47 19 11.9  22014    222.9  2.9   1  201.38617  -47.31996
229  13 25 37.94  -47 19 33.3  22015     -6.7  0.0   2  201.40807  -47.32592
230  13 25 54.71  -47 19 21.6  22020    210.3  1.8   1  201.47796  -47.32267
231  13 26 02.63  -47 19 28.1  22021     29.0  4.4   1  201.51097  -47.32447
232  13 26 05.30  -47 19 21.5  22023    226.1  1.3   1  201.52209  -47.32265
233  13 26 12.81  -47 19 35.7  22024    228.3  4.0   1  201.55338  -47.32659
234  13 26 28.13  -47 19 23.4  22030    245.7  2.2   1  201.61720  -47.32318
235  13 26 44.76  -47 19 08.9  22036    219.3  3.2   1  201.68649  -47.31915
236  13 26 47.88  -47 19 10.3  22037    232.9  1.3   1  201.69951  -47.31952
237  13 26 55.52  -47 19 30.2  22041    236.5  0.2   2  201.73134  -47.32505
238  13 27 02.18  -47 19 22.0  22042    239.1  0.4   2  201.75907  -47.32278
239  13 27 17.01  -47 19 28.0  22049    231.6  1.0   1  201.82086  -47.32444
240  13 27 40.56  -47 19 19.3  22060     -0.8  4.5   1  201.91901  -47.32204
241  13 27 41.37  -47 19 13.2  22061    234.5  2.2   1  201.92236  -47.32032
242  13 27 57.06  -47 19 13.4  22062    213.2  1.9   1  201.98775  -47.32039
243  13 27 57.92  -47 19 05.3  22063    210.3  1.5   1  201.99133  -47.31815
244  13 24 15.31  -47 19 56.0  23008    -38.0  6.8   1  201.06381  -47.33222
245  13 25 20.60  -47 20 05.5  23016    -30.5  7.7   1  201.33582  -47.33485
246  13 25 29.40  -47 19 42.0  23018     67.8  5.3   1  201.37248  -47.32833
247  13 26 16.64  -47 19 58.6  23031    222.4  2.1   1  201.56935  -47.33295
248  13 26 19.33  -47 19 56.7  23033    222.7  0.5   2  201.58053  -47.33242
249  13 26 29.50  -47 20 00.3  23041    235.6  9.4   1  201.62290  -47.33342
250  13 26 33.99  -47 19 54.3  23042    229.4  0.3   2  201.64163  -47.33174
251  13 26 49.26  -47 19 54.5  23050    238.0  0.1   2  201.70526  -47.33181
252  13 26 51.57  -47 19 54.1  23051    239.2  2.1   1  201.71487  -47.33170
253  13 27 01.35  -47 19 43.9  23054    242.0  4.4   2  201.75562  -47.32885
254  13 27 06.24  -47 19 46.9  23057    234.8  3.1   2  201.77601  -47.32970
255  13 27 08.17  -47 19 50.7  23058    229.3  1.7   1  201.78406  -47.33076
256  13 27 16.66  -47 19 38.1  23061    228.1  0.8   6  201.81941  -47.32725
257  13 27 27.91  -47 19 58.4  23063    238.4  3.2   1  201.86628  -47.33290
258  13 27 34.96  -47 19 44.0  23064    246.9  2.6   1  201.89567  -47.32890
259  13 27 54.73  -47 19 31.9  23068    245.4  1.3   1  201.97804  -47.32554
260  13 25 08.27  -47 20 19.4  24013    225.6  0.2   2  201.28446  -47.33873
261  13 25 10.03  -47 20 31.2  24015    234.6  0.2   2  201.29179  -47.34199
262  13 25 51.10  -47 20 09.7  24025    226.6  3.4   1  201.46292  -47.33603
263  13 25 57.33  -47 20 08.3  24027    220.8  2.0   1  201.48886  -47.33563
264  13 26 15.83  -47 20 14.1  24033    234.1  4.9   1  201.56596  -47.33726
265  13 26 22.45  -47 20 25.8  24040    262.0  1.3   2  201.59356  -47.34049
266  13 26 32.12  -47 20 11.5  24042    236.0  0.3   2  201.63385  -47.33654
267  13 26 34.55  -47 20 05.2  24046    214.6  0.7   8  201.64394  -47.33477
268  13 26 40.01  -47 20 23.4  24049    219.2  2.6   1  201.66672  -47.33984
269  13 26 41.99  -47 20 06.1  24050    -15.8  3.4   1  201.67497  -47.33504
270  13 26 50.92  -47 20 16.6  24054    230.4  6.1   1  201.71218  -47.33794
271  13 26 54.56  -47 20 23.2  24056    238.1  1.0   1  201.72734  -47.33978
272  13 27 06.11  -47 20 25.5  24060    235.8  9.8   1  201.77546  -47.34041
273  13 27 07.58  -47 20 24.8  24062    238.2  0.3   2  201.78160  -47.34022
274  13 27 13.70  -47 20 08.1  24066   2048.9  4.7   1  201.80708  -47.33558
275  13 27 22.51  -47 20 27.0  24069    232.0  3.7   1  201.84379  -47.34082
276  13 27 22.55  -47 20 09.2  24070    219.4  5.4   1  201.84396  -47.33588
277  13 27 23.23  -47 20 02.5  24071    239.7  2.6   1  201.84680  -47.33402
278  13 27 26.99  -47 20 21.9  24073   -820.8  7.4   1  201.86245  -47.33942
279  13 27 41.01  -47 20 10.8  24075    220.3  5.0   1  201.92088  -47.33632
280  13 27 57.18  -47 20 01.0  24079    231.0  1.4   1  201.98823  -47.33360
281  13 28 06.75  -47 20 13.4  24080    221.5  1.3   1  202.02812  -47.33706
282  13 24 44.87  -47 20 45.9  25004    229.6  0.6   2  201.18696  -47.34607
283  13 24 47.91  -47 20 48.9  25005    -30.3  3.1   2  201.19964  -47.34691
284  13 25 05.94  -47 20 48.3  25006    239.5  3.8   1  201.27473  -47.34674
285  13 25 13.54  -47 20 39.5  25008    218.0  2.2   1  201.30641  -47.34431
286  13 25 21.94  -47 20 58.8  25011    205.9  8.0   1  201.34140  -47.34967
287  13 25 23.92  -47 20 43.3  25012     19.3  9.4   1  201.34967  -47.34536
288  13 25 46.22  -47 20 38.9  25018    223.0  2.1   1  201.44257  -47.34415
289  13 26 05.69  -47 20 51.3  25021    251.2  1.3   1  201.52371  -47.34759
290  13 26 16.61  -47 20 46.1  25026    227.2  2.0   2  201.56920  -47.34613
291  13 26 26.17  -47 20 32.2  25030    228.5  3.1   1  201.60905  -47.34228
292  13 26 32.88  -47 20 30.8  25035   1522.9  7.8   1  201.63702  -47.34188
293  13 26 37.53  -47 20 44.8  25040   1161.6  7.7   1  201.65637  -47.34579
294  13 26 38.04  -47 20 29.7  25042    238.4  5.0   1  201.65852  -47.34159
295  13 26 39.30  -47 20 34.6  25043    215.0  1.1   1  201.66374  -47.34294
296  13 26 42.99  -47 20 35.6  25049    235.5  3.6   1  201.67913  -47.34322
297  13 26 46.29  -47 20 40.6  25053    244.2  2.2   1  201.69287  -47.34460
298  13 26 56.75  -47 20 52.5  25062    224.0  0.0   2  201.73647  -47.34791
299  13 27 01.20  -47 20 40.7  25065    229.6  1.2   2  201.75499  -47.34464
300  13 27 01.37  -47 20 30.4  25066    231.1  6.1   1  201.75569  -47.34178
301  13 27 09.63  -47 20 51.2  25068    234.2  1.1   8  201.79011  -47.34755
302  13 27 10.44  -47 20 36.0  25069    252.2  3.6   1  201.79352  -47.34332
303  13 27 10.66  -47 20 51.6  25070    218.2  2.4   1  201.79443  -47.34766
304  13 27 27.51  -47 20 44.0  25080     -8.1  1.7   1  201.86464  -47.34556
305  13 27 30.42  -47 20 41.9  25081    253.9  1.5   1  201.87676  -47.34498
