Decl,Nmeasure,RA,Reference,STAR LOGG,STAR LOGG err,STAR M_H,STAR M_H err,STAR TEFF,STAR TEFF err,STAR V,STAR V err,SourceNumber,Star_Id,Variable,f606w,f814w,Member
-53.6439127,1,265.1712448,1,4.45138962,,-2.09954649,0.20898599,6559.4998157,66.85837222,23.53002592,7.4173918791,15986,271789,False,17.295,16.662,0.9996938109
-53.6425687,1,265.1711499,1,4.47327197,,-1.83528176,0.06645544,6109.25950878,26.28071313,9.37952323,2.7666760618,15987,271790,False,17.372,16.735,0.9996803403
-53.6445676,1,265.1706562,1,3.99902946,,-0.00705105,0.05396483,5492.8367303,36.23384192,11.02300082,2.0142494416,15989,271792,False,16.54,15.804,0
-53.6433845,1,265.1708678,1,4.14505046,,-2.07945594,0.06099392,6292.04916958,24.34459631,17.55187717,1.885293282,15990,271793,False,16.313,15.722,0.999874711
-53.6405776,1,265.170446,1,4.58328852,,-1.7017986,0.09746806,5904.00739667,66.75345506,22.54874135,3.8402584213,15993,271796,False,17.923,17.232,0.9994115233
-53.6457249,1,265.1701801,1,4.01255205,,-2.14464898,0.14199353,6109.74740878,58.27330698,12.93271452,4.6034137194,15994,271797,False,16.068,15.455,0.9997026324
-53.6436719,1,265.1701279,1,4.62579786,,-2.00812192,0.19524049,5659.7033416,122.57816506,10.03812332,7.2940227932,15996,271799,False,18.251,17.516,0.9996259809
-53.6421326,1,265.1700343,1,4.72588286,,-1.43306954,0.18832886,5147.85136041,127.88647166,13.38168197,7.7072348081,15997,271800,False,19.23,18.354,0.9896972179
-53.6454703,1,265.1696388,1,4.65744583,,-1.924949,0.14429768,5414.79593705,109.03302245,5.51061533,5.7183646394,16000,271803,False,18.381,17.638,0.9991692305
-53.6407735,1,265.1687992,1,4.747228,,-1.67024178,0.19544207,5397.75169863,129.77739494,12.24266588,6.9674823892,16008,271811,False,19.18,18.328,0.9984089732
-53.6453334,1,265.1682989,1,4.1132092,,-2.20640123,0.10845777,6251.07139771,31.09646631,17.27563742,2.9923457538,16011,271814,False,16.257,15.66,0.9996598959
-53.6447732,1,265.1685159,1,4.7403198,,-1.89801009,0.23309148,5150.7083718,169.7111797,22.72189436,9.2752143437,16012,271815,False,18.997,18.178,0.9995954633
-53.6458932,1,265.1677763,1,4.43557623,,-2.44431063,0.61708255,5937.00171602,220.59783845,14.54398991,19.4691909024,16014,271817,False,17.199,16.578,0.9970525503
-53.6441438,1,265.1679157,1,,,,,,,,,16019,271822,False,19.324,18.433,0
-53.6411335,1,265.1676339,1,4.53136024,,-1.72100483,0.07294658,6085.16748077,31.87025161,22.66573598,3.0959317863,16023,271826,False,17.603,16.95,0.9996522069
-53.6409628,1,265.1680235,1,4.76234554,,-1.98228993,0.1951293,4941.75080779,121.5854514,11.68145234,7.4310247172,16024,271827,False,19.507,18.598,0.999574244
-53.6418667,1,265.1674429,1,4.56667334,,-1.58469716,0.10742018,6085.5601989,53.68293959,13.38092566,4.980821704,16031,271834,False,17.946,17.24,0.998246789
-53.6413808,1,265.1671836,1,4.43628014,,-1.97237324,0.07397223,6166.3600092,24.33893673,15.3675137,2.7886671058,16033,271836,False,17.241,16.611,0.9999234676
-53.6432964,1,265.1666569,1,4.66893789,,-1.88257764,0.18974667,5401.81741134,140.28426368,15.95902214,7.5042824111,16038,271841,False,18.568,17.793,0.9997469783
-53.645141,1,265.1660133,1,4.43706569,,-2.27084927,0.4154707,5993.30266473,184.54229358,13.37246745,13.3695444085,16043,271846,False,17.337,16.686,0.9990108013
-53.642851,1,265.1646878,1,4.66687786,,-1.75751385,0.24401331,5036.93040093,160.18517684,29.75915667,7.0268617691,16050,271853,False,18.998,18.132,0.9982561469
-53.6418674,1,265.1651486,1,4.74879133,,-1.3949119,0.19025382,5377.41356576,127.21796825,33.44310513,5.5629570188,16051,271854,False,19.18,18.329,0.9068049788
-53.6453927,1,265.1638868,1,4.68416436,,-1.31746093,0.17871762,5664.11167759,135.53807517,16.0200293,7.6917163067,16057,271860,False,18.647,17.865,0.961507082
-53.6440136,1,265.1638706,1,4.28974665,,-1.99555488,0.07474541,6271.2790144,30.36992017,16.25143794,2.5193303416,16059,271862,False,16.848,16.219,0.9999239445
-53.6454492,2,265.1617207,1,4.66060492,,-1.6090650645,0.1271178276,5608.50112968,94.0084350739,17.5139117475,4.9548549878,16064,271867,False,18.505,17.738,0.9990352988
-53.6452022,2,265.1610572,1,4.62250775,,-1.889088135,0.1215634523,5586.71542437,94.3688657544,23.0662177473,4.4171437466,16070,271873,False,18.303,17.555,0.9998365641
-53.6432685,2,265.1598002,1,4.67589188,,-1.7236837531,0.2085492392,5311.07765553,139.51813178,16.6382227498,7.1346408579,16078,271881,False,19.045,18.175,0.9993957877
-53.6399,1,265.163,1,4.20336489,,-2.23346665,0.10665484,6274.34047393,34.08734014,11.99068331,3.2920810018,16000011,1897175,False,16.695,16.049,0.9991140366
-53.6371,1,265.168,1,3.92747297,,-0.33961954,0.02844137,5243.14582511,18.03009704,-31.1237753,1.3589821161,16000015,1897177,False,16.567,15.779,0
-53.6369,1,265.171,1,4.11224315,,-1.98964815,0.08381644,6170.2267405,31.07711162,8.66857762,3.4774450986,16000016,1897178,False,16.396,15.765,0.9993259907
-53.6361,1,265.163,1,4.58031348,,-2.07156499,0.23899683,5438.32852697,214.31911442,24.64635769,9.3513263929,16000018,1897180,False,18.467,17.658,0.9994022846
-53.636,1,265.179,1,4.66087014,,-1.73397963,0.24862841,5029.67364413,156.26454193,22.77403553,7.417286734,16000019,1897181,False,19.425,18.465,0.9987708926
-53.6357,1,265.174,1,4.62012029,,-1.56634942,0.08823107,5936.73252661,63.55929485,24.61320437,3.6679630403,16000021,1897183,False,18.093,17.388,0.99624753
-53.6348,1,265.164,1,4.56558891,,-1.98619989,0.20546611,4866.79525012,139.70918436,16.33372718,8.2471967905,16000023,1897185,False,19.414,18.39,0.9996464252
-53.6345,1,265.163,1,4.48102075,,-1.85714404,0.11543337,5277.77336548,79.41894614,13.74522481,4.4941286068,16000024,1897186,False,18.255,17.429,0.9997676611
-53.6324,1,265.171,1,4.70478019,,-2.22897654,0.24031771,4855.96875172,174.69709177,22.67736426,12.0426717941,16000027,1897189,False,19.265,18.368,0.9992241859
-53.632,1,265.173,1,4.47792408,,-2.14748192,0.19329181,4714.29105882,159.21388601,21.71275062,7.0212285166,16000028,1897190,False,18.773,17.831,0.9994802475
-53.6317,1,265.169,1,4.61881275,,-1.96150202,0.2225064,5624.39504622,156.4759741,21.42449286,8.5111379261,16000029,1897191,False,18.297,17.548,0.9994317889
-53.6314,1,265.169,1,4.65030653,,-2.33275975,0.36014368,5182.58880094,271.63827565,20.01428794,12.4790640328,16000030,1897192,False,18.742,17.919,0.9987925887
-53.631,1,265.177,1,4.56825615,,-1.62525491,0.12997505,5880.72238816,85.37905941,21.43012541,5.3636623653,16000031,1897193,False,18.179,17.424,0.9983238578
-53.6292,1,265.174,1,4.69910739,,-2.30665296,0.45003822,5109.55439444,349.21803965,33.23221543,17.4208212406,16000033,1897195,False,19.093,18.228,0.9963577986
-53.6428,1,265.162,1,4.53564317,,-1.84782191,0.15484438,5481.96594804,133.36654986,13.26572664,6.586051615,16000044,1897198,False,18.549,17.694,0.999751091
-53.6426,1,265.166,1,4.2909023,,-2.06603891,0.06983663,6238.76065892,25.06231937,18.55409357,2.4099585556,16000045,1897199,False,16.929,16.282,0.9998750091
-53.6404,1,265.168,1,4.42298287,,-1.94255057,0.07639512,6104.5408436,27.42948218,15.24993236,3.2529964171,16000052,1897200,False,17.375,16.707,0.999887228
-53.6397,1,265.166,1,4.39139346,,-2.02511276,0.07446098,6027.39776872,36.06251699,21.00230521,2.8430029522,16000055,1897201,False,17.334,16.656,0.9998209476
-53.6396,1,265.16,1,4.52549578,,-2.2646482,0.25434654,5818.45102695,139.43376588,15.22961595,9.9017846353,16000057,1897202,False,17.844,17.135,0.9993191957
-53.6389,1,265.174,1,2.09569335,,-1.91864173,0.01770261,5016.12675502,12.09345718,12.3185022,0.7790729681,16000061,1897204,False,12.461,11.551,0.9993768334
-53.6388,1,265.157,1,4.39726135,,-2.60785093,0.67015835,5908.6918069,240.48886277,7.06140293,19.4882643393,16000062,1897205,False,17.212,16.565,0.9941100478
-53.6382,1,265.158,1,4.18767135,,-2.53265815,0.43850462,6160.48774948,105.98416014,18.15963572,11.3748622278,16000063,1897206,False,16.582,15.953,0.9987265468
-53.6382,1,265.163,1,4.36529657,,-1.93136468,0.06783583,6161.16951043,23.47557266,10.1287255,2.5990524414,16000064,1897207,False,17.175,16.517,0.9996000528
-53.6382,1,265.169,1,4.58002673,,-2.11847241,0.12910032,5498.47951626,118.18603261,12.97945417,4.9264059383,16000066,1897209,False,18.227,17.469,0.9996011853
-53.638,1,265.168,1,4.15740121,,-2.02944864,0.0590752,6284.14823482,23.73234226,15.09284752,1.9332011656,16000068,1897210,False,16.508,15.878,0.9998673797
-53.637,1,265.159,1,4.57095241,,-2.71570286,1.49126216,5725.57644461,688.48405754,9.12882766,49.1326754653,16000069,1897211,False,18.112,17.373,0.9191663265
-53.6367,1,265.175,1,4.06234541,,-2.01337274,0.05194503,6275.25063755,19.66144978,20.08347333,1.6839859704,16000070,1897212,False,16.227,15.606,0.999841392
-53.6364,1,265.173,1,4.61377365,,-1.43616341,0.22637659,4969.65752095,134.71690531,27.93232516,7.8544842346,16000072,1897214,False,19.528,18.513,0.9815895557
-53.6358,1,265.176,1,3.43203122,0.02402468,-1.92997674,0.06476815,8233.97299214,14.62548041,25.64968166,1.0444822606,16000075,1897216,False,13.496,13.323,0.9996100068
-53.6357,1,265.156,1,,,,,,,,,16000076,1897217,False,19.188,18.518,0
-53.6353,1,265.155,1,4.35989309,,-2.59184807,0.62926598,5952.37334048,218.80874027,21.3351864,17.6545272747,16000077,1897218,False,17.187,16.523,0.996544838
-53.6352,1,265.177,1,4.73967099,,-1.64111511,0.14751743,5576.01395562,127.47041046,10.21451395,4.8450396041,16000078,1897219,False,18.682,17.927,0.9977018237
-53.635,1,265.18,1,4.53719349,,-1.72172616,0.09841777,5765.756819,64.16503861,7.9118322,4.0142428955,16000080,1897221,False,18.062,17.313,0.9984908104
-53.6347,1,265.177,1,4.52229239,,-1.83087409,0.07954679,6038.59167504,40.12395548,20.13873568,3.3643223688,16000081,1897222,False,17.789,17.09,0.9998370409
-53.6344,1,265.179,1,4.548427,,-1.86017662,0.09991107,5812.28961126,63.30830326,24.09790832,3.7921870935,16000082,1897223,False,18.043,17.305,0.9997391105
-53.6341,1,265.18,1,4.61175488,,-1.54861226,0.15285511,5525.95516902,125.84268458,17.37206465,5.0651045292,16000083,1897224,False,18.579,17.766,0.9971558452
-53.6339,1,265.166,1,4.68486311,,-1.7882362,0.1886359,5323.52267348,126.43303968,27.3854909,6.5201579307,16000084,1897225,False,19.14,18.256,0.998952806
-53.6339,1,265.164,1,3.99896628,,-2.14294923,0.0518512,6275.73887733,16.72834558,21.51102084,1.5867112139,16000085,1897226,False,16.099,15.47,0.9997515082
-53.6337,1,265.175,1,3.91426855,,-2.07529799,0.04433343,6149.19561927,16.79743628,13.3772889,1.5326290814,16000087,1897228,False,15.954,15.308,0.9997349381
-53.6335,1,265.169,1,4.62377216,,-1.74789413,0.13624247,5485.21210557,103.26563078,29.34468961,5.7642313937,16000088,1897229,False,18.501,17.712,0.9984586239
-53.6332,1,265.17,1,4.50100585,,-1.66482197,0.1067825,5666.09052433,70.46838347,13.68368487,4.0172198776,16000089,1897230,False,18.051,17.282,0.9990318418
-53.6334,1,265.174,1,3.67790398,,-1.94856489,0.0322706,5818.05617431,18.03279762,18.38343403,1.2727459315,16000090,1897231,False,15.618,14.907,0.9999883771
-53.6326,1,265.158,1,4.46349739,,-1.5941893,0.08279089,6072.87932721,38.88224484,18.37233313,4.3887330542,16000093,1897234,False,17.762,17.033,0.9979552627
-53.6321,1,265.175,1,4.54837872,,-1.92937314,0.102747,5748.06348386,67.3334533,21.35855876,3.8675179068,16000095,1897236,False,18.015,17.283,0.999838233
-53.6321,1,265.178,1,4.19528595,,-1.86133244,0.05089609,6093.42806741,21.2982501,20.3490428,2.0020588555,16000096,1897237,False,16.708,16.054,0.9998933673
-53.6321,1,265.163,1,4.57008437,,-1.24388867,0.16473217,5833.18734707,110.96890519,8.06043759,8.8882875446,16000097,1897238,False,18.362,17.569,0.6362466216
-53.632,1,265.164,1,4.03347603,,-2.0847867,0.07620711,6308.66669446,36.09075358,18.33056567,2.338781525,16000098,1897239,False,16.166,15.542,0.9997400045
-53.6309,1,265.176,1,4.63133462,,-1.61500067,0.17765323,5137.43166302,120.06424332,25.41615616,5.7481486405,16000101,1897241,False,19.139,18.22,0.9969166517
-53.6309,1,265.166,1,4.40480522,,-2.11515483,0.09444223,6090.13278518,33.66287931,18.18399507,3.5870653386,16000102,1897242,False,17.299,16.637,0.9996520877
-53.6284,1,265.173,1,4.66237256,,-2.16924838,0.23230076,5338.53583026,143.2995008,21.34174307,10.3783998404,16000106,1897246,False,18.606,17.819,0.9992319345
-53.6284,1,265.171,1,4.63079004,,-1.764774,0.1622036,5724.14791424,109.9242799,19.33114418,6.0247673799,16000107,1897247,False,18.479,17.699,0.9993894696
-53.628,1,265.172,1,4.65045232,,-1.5835335,0.19166904,5364.57855521,135.70675282,28.04475957,6.6077028235,16000108,1897248,False,18.976,18.104,0.9935807586
-53.6413,1,265.164,1,3.7479166,,-0.15236657,0.01837453,5819.93496345,14.6798434,11.58960736,1.2100675066,16000119,1897251,False,15.719,15.027,0
-53.6369,1,265.161,1,4.42393207,,-1.8347366,0.11933243,5710.15475811,78.78122462,20.49460372,4.70623489,16000126,1897254,False,17.715,16.972,0.9997739196
-53.6342,1,265.16,1,4.26978228,,-2.03690796,0.06587211,6235.87528977,23.63891521,19.73284597,2.2868168417,16000128,1897256,False,16.869,16.223,0.9998296499
-53.6336,1,265.169,1,4.63199553,,-1.4334735,0.1603366,5363.84585338,107.32398349,-0.81122603,6.1904003875,16000129,1897257,False,18.853,17.995,0.6695682406
-53.6307,1,265.171,1,3.46029681,,-1.72702634,0.06415317,5556.70138451,44.77771887,18.34666789,2.2256499386,16000131,1897259,False,15.309,14.537,0.9995752573
-53.6426,2,265.159,1,4.53542501,,-1.8766940306,0.0840856774,6132.41570122,31.3065961421,20.4432770027,3.3284573925,16000153,1897263,False,17.368,16.769,0.999910593
-53.642,1,265.16,1,4.90664796,0.14293341,-3.42963808,0.14588255,6451.31645584,37.12463849,21.05520682,1.5094868038,16000158,1897264,False,13.152,13.227,1.59E-005
-53.6406,1,265.162,1,4.0236036,,-2.03749705,0.05338693,6276.02253087,19.13594708,10.23787977,1.7347319917,16000164,1897267,False,16.182,15.548,0.9993329644
-53.6402,1,265.16,1,4.68689798,,-2.09619269,0.24242626,5374.19688031,168.02479724,14.06417591,10.6226216884,16000166,1897268,False,19.007,18.152,0.9994738102
-53.64,2,265.157,1,4.6720911,,-2.3043626084,0.2694946297,5646.99272353,170.754553141,23.4959343455,10.6564232955,16000167,1897269,False,18.352,17.624,0.9991573691
-53.6392,1,265.165,1,3.97236224,,-2.0205706,0.0589492,6246.49632446,19.20844427,13.81392686,1.977292026,16000170,1897270,False,16.048,15.415,0.9998629093
-53.6391,2,265.155,1,4.6655241,,-1.6125467257,0.1246937791,5663.39432115,94.3471680719,15.1042300124,4.7098914701,16000171,1897271,False,18.486,17.726,0.9984303713
-53.6388,1,265.166,1,4.67580752,,-1.72562182,0.17693499,5223.03062047,121.10219802,20.05143996,5.419976547,16000173,1897272,False,19.15,18.258,0.9994037151
-53.6383,1,265.162,1,4.32632495,,-1.88766215,0.06871356,6224.2681742,27.14642104,2.43349748,2.5995770066,16000174,1897273,False,17.049,16.396,0.991977334
-53.6383,1,265.161,1,4.46575842,,-2.06252511,0.1450083,6067.00928164,59.48396393,13.69778691,5.3617158753,16000175,1897274,False,17.496,16.827,0.9996922612
-53.6378,1,265.16,1,4.38744136,,-2.39650111,0.41030231,6005.26117129,168.10206806,20.33273494,11.432232555,16000180,1897276,False,17.23,16.573,0.9988706708
-53.6376,1,265.172,1,4.68937429,,-1.59524638,0.15104757,5530.17568201,125.66548384,22.44981451,4.744209898,16000181,1897277,False,18.706,17.915,0.9981130362
-53.6373,1,265.165,1,4.26915726,,-1.92402249,0.05742729,6563.89376275,21.46188498,15.99510182,2.0371075379,16000183,1897278,False,16.495,15.936,0.999915421
-53.6368,1,265.167,1,4.5447955,,-1.33035546,0.16053307,5201.41292669,110.18133046,1.0292213,6.4472805035,16000189,1897283,False,18.881,17.96,0.5001387
-53.6363,1,265.178,1,4.69220431,,-1.83666166,0.16685136,5176.90931786,119.98716231,25.98074648,5.5716117925,16000192,1897285,False,18.98,18.134,0.9993958473
-53.6363,1,265.167,1,4.25760047,,0.19582019,0.04877219,4718.28968791,21.02763573,-30.62560633,1.8532570145,16000193,1897286,False,18.36,17.362,0
-53.636,1,265.169,1,4.56652721,,-1.51180866,0.09743919,5919.44286395,71.45311435,12.65281828,4.9233371316,16000196,1897289,False,18.104,17.364,0.9920525551
-53.635,1,265.163,1,4.63145881,,-2.0576791,0.20619844,5088.90566909,149.79984668,20.20193277,7.24312893,16000199,1897292,False,18.894,18.027,0.9996659756
-53.6345,1,265.165,1,4.68838584,,-1.59506437,0.18322938,5242.45721684,125.31368607,24.04120701,6.6411331164,16000203,1897296,False,19.127,18.248,0.997436285
-53.6341,1,265.158,1,4.5924953,,-1.83602081,0.12853929,5656.29477735,89.25001369,17.77660288,4.8376302782,16000204,1897297,False,18.296,17.531,0.9997757077
-53.6335,1,265.156,1,4.48829307,,-1.32807379,0.2182324,6232.24551438,124.89341217,13.05592674,10.9266038416,16000208,1897301,False,17.74,17.031,0.935821116
-53.6335,1,265.168,1,4.57139715,,-1.72282991,0.11049558,5727.32179447,73.03124706,15.45556334,4.8163197912,16000209,1897302,False,18.16,17.411,0.9995093942
-53.633,1,265.178,1,4.56427424,,-1.62140961,0.10914128,5653.62020007,80.4562983,16.0775582,4.7429524315,16000212,1897305,False,18.331,17.541,0.9986925721
-53.6316,1,265.176,1,4.72094783,,0.24424667,0.07418452,5628.82019842,60.53492857,-74.30450554,3.4018472902,16000217,1897310,False,18.772,17.987,0
-53.6314,1,265.171,1,4.52176654,,-1.97229733,0.16182781,5798.42980743,103.03340123,22.51973031,6.2557450417,16000218,1897311,False,17.958,17.222,0.9996297359
-53.6296,1,265.169,1,4.6254301,,-2.09443457,0.23091601,5442.28186706,200.04845325,30.29832003,8.7585869957,16000224,1897316,False,18.43,17.657,0.9984576106
-53.629,1,265.167,1,4.61820338,,-1.8200045,0.1824007,5721.25614433,125.55921511,17.1501146,7.7551354497,16000227,1897319,False,18.196,17.468,0.9994078279
-53.6286,1,265.17,1,4.63264893,,-1.88039125,0.15727777,5513.98182375,132.32447064,15.59471365,5.2862623206,16000229,1897321,False,18.513,17.727,0.9996641278
-53.642,1,265.163,1,4.80576997,,-1.46559501,0.18386789,6259.55338793,106.07544152,121.04098083,10.7247017779,16000247,1897324,False,18.777,18.043,0
-53.6416,1,265.165,1,4.54344292,,-1.55575432,0.10716671,5775.37132843,73.98895452,13.65342412,4.5085931864,16000249,1897325,False,18.275,17.484,0.9975331426
-53.6407,1,265.164,1,4.59406915,,-1.86544976,0.14138437,5187.19368784,101.09841738,15.58064686,4.6301849983,16000253,1897326,False,18.738,17.88,0.9997819066
-53.6404,1,265.159,1,4.54836367,,-1.95428087,0.2177619,5776.32297926,135.96953842,27.12663261,8.1272894784,16000255,1897327,False,18.28,17.491,0.9993236661
-53.6384,1,265.173,1,4.0954246,,-1.96051585,0.05014078,6227.0555018,17.8329756,14.78871477,1.8082653745,16000259,1897331,False,16.303,15.684,0.9999026656
-53.6367,1,265.166,1,4.45690531,,-1.93775697,0.08312966,5935.07132679,44.9136619,11.54906404,3.1213768051,16000264,1897334,False,17.612,16.912,0.9997370839
-53.6367,1,265.17,1,3.98312668,,-2.05005299,0.05532115,6230.53190373,16.98804568,8.52313827,1.8806860278,16000266,1897336,False,16.063,15.433,0.9987719059
-53.6353,1,265.181,1,4.73851339,,-1.4872552,0.20931851,5255.97696787,141.36641422,21.49521669,7.3095322137,16000270,1897339,False,19.338,18.448,0.9934560061
-53.6332,1,265.176,1,4.69210104,,-1.4181854,0.22589647,5130.13678139,150.12353201,10.33046163,10.491805398,16000274,1897343,False,19.421,18.483,0.9766563773
-53.6354,1,265.171,1,4.50334801,,-2.00486194,0.15255435,5684.12508071,92.70053221,17.8147027,5.7345600018,16000289,1897351,False,17.695,17.005,0.9997851849
-53.6342,1,265.152,1,3.73464855,,-2.00691172,0.06684354,5855.38602655,32.23529633,23.51953393,2.2480357486,16000290,1897352,False,15.737,15.032,0.9996070862
-53.6339,1,265.169,1,4.68327546,,-1.76619853,0.20135039,5189.28788505,140.05003502,6.94698397,8.4988759252,16000291,1897353,False,19.159,18.27,0.9982334971
-53.639,1,265.164,1,4.30678504,,-1.72654055,0.07278227,5686.9785435,47.22929971,19.16752303,3.3449011481,16000302,1897359,False,17.44,16.686,0.9996618629
-53.6377,1,265.165,1,4.6542833,,-1.60092193,0.15086575,5455.70409751,101.05142467,23.75126019,5.2806154643,16000305,1897361,False,18.754,17.931,0.9979046583
-53.6372,1,265.162,1,4.56803336,,-2.12549699,0.16596465,5712.11967555,105.05843473,15.24398029,6.1773069838,16000307,1897363,False,18.043,17.317,0.9996407032
-53.6364,1,265.164,1,4.72539547,,-1.85956647,0.23190411,5206.99751259,167.15926824,27.94406031,7.766466156,16000309,1897364,False,19.141,18.283,0.9989199638
-53.6353,1,265.166,1,4.63061625,,-1.71702901,0.13144347,5545.88745766,108.89085976,11.82025741,4.2775424814,16000310,1897365,False,18.412,17.646,0.9991984367
-53.635,1,265.166,1,4.38960149,,-1.96369639,0.08788934,6148.23983466,31.18554842,16.08651021,3.5410307111,16000311,1897366,False,17.298,16.627,0.9998770356
-53.6307,1,265.164,1,4.65802099,,-1.0639643,0.31599256,5541.38450019,282.53812243,20.0075124,12.7854384065,16000314,1897368,False,19.066,18.18,0.7642108202
-53.6334,1,265.162,1,4.5948407,,-1.74463962,0.1627288,5629.74832278,114.79106294,14.23728074,6.5979804904,16000319,1897371,False,18.284,17.523,0.9993510842
-53.6412,2,265.157,1,4.2735377,,-2.4204643787,0.1215915461,6306.32311739,41.4000180031,17.7820927277,3.6274563826,16000421,1897398,False,16.604,16.022,0.997439146
-53.6393,1,265.164,1,4.53600487,,-1.35764564,0.18438737,5556.99144302,164.55030558,21.8756799,6.5631663401,16000456,1897414,False,18.845,17.926,0.9722089171
-53.6391,1,265.164,1,4.49131758,,-1.67881003,0.14804487,5807.94889733,98.39570499,18.77947198,6.017041741,16000464,1897418,False,17.753,17.043,0.9992227554
-53.6382,1,265.175,1,4.65696325,,-1.66578652,0.16283149,5395.27352265,111.49857776,17.4934425,6.3289853356,16000477,1897427,False,18.786,17.958,0.9990457892
-53.638,1,265.174,1,4.50246559,,-1.71691907,0.08920272,5725.63624028,61.14144965,15.40604102,3.3919198587,16000480,1897428,False,17.931,17.189,0.9995286465
-53.6379,1,265.159,1,4.53915135,,-1.52790934,1.14285183,4970.47823461,656.71947614,-151.55910828,53.1018400303,16000484,1897429,False,18.969,18.025,0.0067570801
-53.6375,1,265.161,1,4.57376863,,-2.06462661,0.19132083,5738.05319508,120.53500681,23.55366084,6.8954263934,16000488,1897431,False,18.022,17.304,0.9995983839
-53.6375,2,265.154,1,4.74072984,,-1.9014201454,0.1865585256,5076.2407328,128.787206364,27.2557163742,6.2772701077,16000489,1897432,False,19.101,18.261,0.9993004203
-53.6373,1,265.161,1,4.8873546,,-2.13924014,0.57961647,5764.32675619,381.38487642,-27.36999613,30.4080058212,16000490,1897433,False,18.792,18.104,0.9434705973
-53.6371,1,265.174,1,4.59046717,,-1.56896546,0.14522931,5221.35029741,100.08605202,17.19529359,5.6718821552,16000492,1897434,False,18.774,17.906,0.9976140857
-53.6366,1,265.17,1,4.53019523,,-1.56313468,0.15443098,5829.01956635,108.84798514,19.88147085,6.3728921304,16000496,1897437,False,18.13,17.362,0.9973713756
-53.6365,1,265.166,1,4.75598881,,-0.55542525,0.0827634,5884.47338216,63.29036157,53.59131781,4.114959931,16000500,1897439,False,18.535,17.82,0
-53.6353,1,265.171,1,4.61543166,,-2.04236982,0.18169146,5166.53348447,128.25721936,39.66415016,7.9905034501,16000516,1897450,False,18.694,17.859,0.9884312749
-53.6352,1,265.165,1,4.61804506,,-2.02364373,0.13822672,5304.52506525,86.15607613,23.37662655,5.373486869,16000518,1897451,False,18.432,17.654,0.9997135997
-53.6341,1,265.153,1,3.98990966,,-2.20119717,0.10586614,6263.81427352,30.36003238,15.31858576,3.2213975201,16000525,1897455,False,16.072,15.444,0.9993624687
-53.6339,1,265.161,1,4.6086167,,-1.59791141,0.23330922,5149.78684917,155.76922524,11.8725937,7.899965889,16000526,1897456,False,18.97,18.072,0.9961740971
-53.6334,1,265.167,1,4.37509355,,-1.98580508,0.07282556,6204.24483409,26.99681524,21.00394798,2.7764459543,16000530,1897459,False,17.188,16.533,0.9998499155
-53.6332,1,265.161,1,4.65165675,,-1.12823595,0.12726744,5901.72771639,97.69919983,6.09606469,6.755871085,16000537,1897462,False,18.598,17.806,0.0650288016
-53.6304,1,265.172,1,4.24772598,,-2.12777581,0.1771231,6013.74146593,80.76534093,20.11860781,5.9778913283,16000549,1897471,False,16.867,16.208,0.9995401502
-53.6482618,1,265.1641156,1,4.6626292,,-1.72986467,0.15348541,5401.42969492,110.72773715,11.20151035,5.9145067407,14599,270402,False,18.693,17.888,0.9994212985
-53.6487045,1,265.1632413,1,4.6865909,,-2.19640465,0.14529325,5301.31743673,97.44150129,20.83823079,6.2516513533,14638,270441,False,18.688,17.899,0.9996902347
-53.6484077,1,265.1630279,1,4.88959943,,-0.347738,0.14225875,5217.70927982,84.75432416,-76.204882,5.2712721408,14639,270442,False,19.487,18.664,0
-53.6498205,1,265.1618766,1,4.76517852,,-1.58295064,0.22352463,5174.86684276,159.97354793,6.45106191,10.6498513109,14677,270480,False,19.428,18.537,0.9949574471
-53.6487775,1,265.1620547,1,4.39619757,,-2.04741369,0.07324016,6162.495524,22.2694461,31.51364215,2.6730585801,14678,270481,False,17.125,16.497,0.9980064034
-53.6466404,1,265.1618504,1,4.56141823,,-1.80135721,0.10937507,6001.06976468,58.1548585,3.67109957,4.3469092157,14683,270486,False,17.843,17.156,0.9977065325
-53.6462279,1,265.1618489,1,4.38297256,,-1.85259524,0.08455419,6221.26102707,35.60432413,13.76820445,3.1725599519,14686,270489,False,17.015,16.404,0.9998772144
-53.6504041,3,265.1612953,1,4.15396208,,-2.1306837248,0.0550110233,6349.86806806,18.8779059812,11.3102477497,1.6512740676,14699,270502,False,16.319,15.732,0.999596715
-53.6493652,1,265.1615904,1,4.73415084,,-1.38595698,0.21316063,5451.12723079,147.01280385,16.32334785,6.6264309138,14700,270503,False,19.329,18.438,0.9886080623
-53.6490804,1,265.1611305,1,4.58411761,,-1.83983482,0.14538782,5577.74774236,111.31042335,22.32807667,4.9701852493,14703,270506,False,17.986,17.282,0.9998045564
-53.6489328,1,265.1611204,1,4.56015415,,-1.68741013,0.12214638,6155.20488506,52.95721506,18.66732113,5.8150450427,14704,270507,False,17.858,17.167,0.9995602369
-53.6474402,1,265.161462,1,4.65948824,,-1.83740256,0.15839764,5459.57436264,123.90545236,16.43148934,6.037135551,14706,270509,False,18.674,17.871,0.9998034239
-53.6462445,1,265.1614262,1,4.29897843,,-1.88546963,0.06944053,6202.67341086,25.48500553,15.11970184,2.8843473218,14709,270512,False,16.816,16.2,0.9999204278
