834,293   -0,173    11,72      
470,068   17,820    14,28      
51,465    30,310    14,28      
870,474   53,534    14,28      
1606.727  56.787    14.28      
734.703   58.406    11.75      
1282.367  62.959    14.28      
223.058   63.138    14.28      
291.177   74.238    14.28      
50.423    82.069    14.28      
250.492   85.079    14.28      
1369.467  121.161   14.28      
46.818    126.730   14.28      
405.199   134.608   14.28      
1974.187  137.182   14.28      
576.648   177.407   14.28      
140.442   191.765   11.88      
842.867   200.395   14.28      
1386.169  203.075   14.28      
1699.160  217.986   14.28      
1864.556  222.494   14.28      
419.133   228.193   14.28      
884.427   229.280   14.28      
597.787   230.488   14.28      
423.298   251.454   14.28      
1787.112  252.421   14.28      
759.308   274.329   14.28      
1009.506  286.499   14.28      
774.727   289.461   14.28      
1817.813  305.643   14.28      
1109.237  319.460   14.28      
1094.240  325.508   11.83      
1540.374  328.257   14.28      
1971.147  339.483   14.28      
1363.281  341.524   14.28      
888.204   346.229   14.28      
1829.384  347.192   14.28      
1071.235  350.069   14.28      
877.122   351.394   14.28      
732.313   369.904   14.28      
59.077    374.211   14.28      
720.294   378.159   14.28      
1492.806  404.184   14.28      
832.070   404.831   14.28      
889.492   406.232   11.91      
1635.483  406.942   14.28      
753.481   421.096   14.28      
1962.436  422.152   14.28      
909.216   428.466   14.28      
454.491   428.805   14.28      
1603.299  431.455   14.28      
756.328   433.319   14.28      
1245.383  435.823   14.28      
298.192   436.524   14.28      
533.256   437.056   14.28      
747.055   437.860   14.28      
811.022   438.256   14.28      
668.841   443.683   14.28      
263.053   450.385   14.28      
758.821   454.335   14.28      
1847.523  475.447   14.28      
287.281   475.478   14.28      
1697.378  478.340   14.28      
587.469   485.773   14.28      
470.260   493.365   14.28      
1918.928  493.816   14.28      
1331.357  502.053   14.28      
372.598   504.338   14.28      
401.447   524.481   14.28      
1662.411  527.345   14.28      
1190.779  527.487   14.28      
1897.452  527.958   14.28      
998.275   530.227   14.28      
1493.403  543.970   14.28      
1191.250  546.048   14.28      
404.531   550.487   14.28      
463.905   551.350   14.28      
1450.144  563.797   14.28      
799.308   564.480   14.28      
993.250   565.316   14.28      
1014.495  570.950   14.28      
980.787   577.258   14.28      
1815.300  578.873   14.28      
1079.691  579.489   14.28      
1160.595  598.354   14.28      
1145.830  598.903   14.28      
1229.325  604.839   14.28      
890.023   607.152   9.885      
1018.289  607.936   14.28      
822.140   613.981   14.28      
1242.155  618.663   14.28      
1312.232  627.431   14.28      
1179.911  632.107   14.28      
1958.066  632.459   14.28      
1032.132  636.161   14.28      
869.413   644.125   14.28      
1789.850  699.472   14.28      
1257.384  703.823   14.28      
928.124   704.964   14.28      
1681.083  705.172   14.28      
1194.454  705.571   14.28      
715.042   706.379   14.28      
814.214   723.920   14.28      
1118.311  730.245   14.28      
1406.151  731.181   14.28      
906.167   734.340   14.28      
615.040   735.148   14.28      
798.982   736.428   14.28      
886.492   741.734   11.97      
1005.551  766.466   9.306      
621.428   768.863   14.28      
831.374   769.237   14.28      
377.201   776.250   14.28      
713.783   781.363   14.28      
1290.339  783.018   14.28      
678.802   794.199   14.28      
1091.309  795.922   14.28      
988.152   796.392   9.688      
1057.720  801.307   11.06      
1123.739  801.444   9.652      
964.339   805.206   14.28      
1088.871  811.432   14.28      
1094.227  822.064   9.228      
1123.707  825.446   14.28      
525.042   825.466   14.28      
748.702   827.495   14.28      
639.769   829.482   14.28      
1146.060  836.361   14.28      
1472.836  839.285   14.28      
1081.465  839.972   14.28      
816.457   841.990   14.28      
782.488   845.024   14.28      
672.176   847.221   12.13      
1111.390  854.206   14.28      
1576.528  854.495   14.28      
1193.363  855.302   14.28      
438.298   856.048   14.28      
1037.366  857.792   11.28      
1034.359  866.867   14.28      
794.140   858.927   14.28      
1286.674  859.362   14.28      
