  3.57474123e-01   1.25004400e+01
  1.42989649e+00   1.23552420e+01
  2.14484474e+00   1.19634907e+01
  2.85979299e+00   1.15639666e+01
  3.57474123e+00   1.11834875e+01
  4.28968948e+00   1.08281196e+01
  5.00463773e+00   1.04986857e+01
  5.71958597e+00   1.01935404e+01
  6.43453422e+00   9.91041402e+00
  7.14948247e+00   9.64769888e+00
  7.86443071e+00   9.40284528e+00
  8.57937896e+00   9.17471582e+00
  9.29432721e+00   8.96137242e+00
  1.00092755e+01   8.76096470e+00
  1.07242237e+01   8.57310275e+00
  1.14391719e+01   8.39566006e+00
  1.21541202e+01   8.22882331e+00
  1.28690684e+01   8.07113119e+00
  1.35840167e+01   7.92181110e+00
  1.42989649e+01   7.77942976e+00
  1.50139132e+01   7.64487981e+00
  1.57288614e+01   7.51684912e+00
  1.64438097e+01   7.39385599e+00
  1.71587579e+01   7.27745244e+00
  1.78737062e+01   7.16622825e+00
  1.85886544e+01   7.05982057e+00
  1.93036027e+01   6.95661189e+00
  2.00185509e+01   6.85890475e+00
  2.07334992e+01   6.76511247e+00
  2.14484474e+01   6.67498620e+00
  2.21633956e+01   6.58660857e+00
  2.28783439e+01   6.50318056e+00
  2.35932921e+01   6.42278936e+00
  2.43082404e+01   6.34525855e+00
  2.50231886e+01   6.26819833e+00
  2.57381369e+01   6.19595027e+00
  2.64530851e+01   6.12610962e+00
  2.71680334e+01   6.05854773e+00
  2.78829816e+01   5.99314522e+00
  2.85979299e+01   5.92688878e+00
  2.93128781e+01   5.86552510e+00
  3.00278264e+01   5.80600910e+00
  3.07427746e+01   5.74825111e+00
  3.14577229e+01   5.69216734e+00
  3.21726711e+01   5.63387382e+00
  3.28876193e+01   5.58096341e+00
  3.36025676e+01   5.52950512e+00
  3.43175158e+01   5.47943443e+00
  3.50324641e+01   5.43069073e+00
  3.57474123e+01   5.37820034e+00
  3.64623606e+01   5.33201073e+00
  3.71773088e+01   5.28698506e+00
  3.78922571e+01   5.24307568e+00
  3.86072053e+01   5.20023759e+00
  3.93221536e+01   5.15842830e+00
  4.00371018e+01   5.11104758e+00
  4.07520501e+01   5.07125961e+00
  4.14669983e+01   5.03238411e+00
  4.21819466e+01   4.99438695e+00
  4.28968948e+01   4.95723577e+00
  4.36118430e+01   4.92089983e+00
  4.43267913e+01   4.88534993e+00
  4.50417395e+01   4.85055829e+00
  4.57566878e+01   4.81649847e+00
  4.64716360e+01   4.77481320e+00
  4.71865843e+01   4.74223693e+00
  4.79015325e+01   4.71031842e+00
  4.86164808e+01   4.67903593e+00
  4.93314290e+01   4.64836870e+00
  5.00463773e+01   4.61829691e+00
  5.07613255e+01   4.58880160e+00
  5.14762738e+01   4.55986466e+00
  5.21912220e+01   4.53146875e+00
  5.29061703e+01   4.50359728e+00
  5.36211185e+01   4.46565135e+00
  5.43360667e+01   4.43888966e+00
  5.50510150e+01   4.41260454e+00
  5.57659632e+01   4.38678206e+00
  5.64809115e+01   4.36140883e+00
  5.71958597e+01   4.33647200e+00
  5.79108080e+01   4.31195922e+00
  5.86257562e+01   4.28785863e+00
  5.93407045e+01   4.26415882e+00
  6.00556527e+01   4.24084883e+00
  6.07706010e+01   4.21791810e+00
  6.14855492e+01   4.19535647e+00
  6.22004975e+01   4.15982438e+00
  6.29154457e+01   4.13809369e+00
  6.36303940e+01   4.11670168e+00
  6.43453422e+01   4.09563962e+00
