315	01 24 33.56	-55 59 46.4	01 24 33.56	-55 59 46.4	113.8	0.6
316	01 24 15.55	-66 26 46.6	01 24 15.55	-66 26 46.6	164.3	3.1
317	01 13 24.37	-80 46 33.2	01 13 24.37	-80 46 33.2	227.5	0.7
318	01 03 41.27	-38 05 56.1	01 03 41.27	-38 05 56.1	-40.9	1.0
319	00 59 54.21	-33 02 38.0	00 59 54.21	-33 02 38.0	41.9	0.6
320	00 46 29.56	-45 22 14.3	00 46 29.56	-45 22 14.3	85.3	0.9
321	00 45 56.27	-60 45 20.5	00 45 56.27	-60 45 20.5	211.8	0.9
322	00 36 16.08	-75 22 05.7	00 36 16.08	-75 22 05.7	87.0	1.1
323	00 31 35.21	-60 58 46.0	00 31 35.21	-60 58 46.0	111.1	0.8
324	00 26 52.76	-39 29 18.7	00 26 52.76	-39 29 18.7	27.1	0.9
325	00 25 42.34	-71 11 24.6	00 25 42.34	-71 11 24.6	106.1	1.0
326	00 18 58.57	-60 42 10.9	00 18 58.57	-60 42 10.9	101.5	1.2
327	00 11 52.68	-71 18 59.6	00 11 52.68	-71 18 59.6	95.0	1.2
328	00 09 01.88	-63 12 24.5	00 09 01.88	-63 12 24.5	24.6	0.6
329	00 09 01.87	-63 12 24.4	00 09 01.87	-63 12 24.4	24.9	0.6
