0.420000	 7.253523	 0.001598	 1373	 0.00	 0.84
1.155000	 6.575620	 0.101077	 1338	 0.84	 1.47
1.785000	 5.789831	 0.175103	 1228	 1.47	 2.10
2.350000	 5.126465	 0.087013	 1027	 2.10	 2.60
2.850000	 4.615803	 0.084168	 761	 2.60	 3.10
3.350000	 4.302201	 0.160494	 524	 3.10	 3.60
3.900000	 4.191330	 0.207556	 365	 3.60	 4.20
5.000000	 4.194820	 0.071686	 377	 4.20	 5.80
7.900000	 4.175422	 0.096439	 208	 5.80	 10.00
14.000000	 4.132224	 0.116544	 142	 10.00	 18.00
