  1.42989649e+00   1.40856437e+01
  2.14484474e+00   1.37211790e+01
  2.85979299e+00   1.33117523e+01
  3.57474123e+00   1.29033009e+01
  4.28968948e+00   1.25109399e+01
  5.00463773e+00   1.21403757e+01
  5.71958597e+00   1.17923491e+01
  6.43453422e+00   1.14669391e+01
  7.14948247e+00   1.11622886e+01
  7.86443071e+00   1.08776573e+01
  8.57937896e+00   1.06111342e+01
  9.29432721e+00   1.03607691e+01
  1.00092755e+01   1.01261056e+01
  1.07242237e+01   9.90476844e+00
  1.14391719e+01   9.69682882e+00
  1.21541202e+01   9.50059285e+00
  1.28690684e+01   9.31431186e+00
  1.35840167e+01   9.13872099e+00
  1.42989649e+01   8.97222600e+00
  1.50139132e+01   8.81412190e+00
  1.57288614e+01   8.66277352e+00
  1.64438097e+01   8.51962693e+00
  1.71587579e+01   8.38313497e+00
  1.78737062e+01   8.25282424e+00
  1.85886544e+01   8.12698761e+00
  1.93036027e+01   8.00781696e+00
  2.00185509e+01   7.89364710e+00
  2.07334992e+01   7.78415187e+00
  2.14484474e+01   7.67738407e+00
  2.21633956e+01   7.57640276e+00
  2.28783439e+01   7.47927146e+00
  2.35932921e+01   7.38575934e+00
  2.43082404e+01   7.29350778e+00
  2.50231886e+01   7.20665458e+00
  2.57381369e+01   7.12282897e+00
  2.64530851e+01   7.04186343e+00
  2.71680334e+01   6.96360270e+00
  2.78829816e+01   6.88514136e+00
  2.85979299e+01   6.81191736e+00
  2.93128781e+01   6.74099414e+00
  3.00278264e+01   6.67225585e+00
  3.07427746e+01   6.60559445e+00
  3.14577229e+01   6.53732464e+00
  3.21726711e+01   6.47457906e+00
  3.28876193e+01   6.41362504e+00
  3.36025676e+01   6.35437999e+00
  3.43175158e+01   6.29676644e+00
  3.50324641e+01   6.24071167e+00
  3.57474123e+01   6.18153053e+00
  3.64623606e+01   6.12846026e+00
  3.71773088e+01   6.07675357e+00
  3.78922571e+01   6.02635348e+00
  3.86072053e+01   5.97720624e+00
  3.93221536e+01   5.92926111e+00
  4.00371018e+01   5.87647205e+00
  4.07520501e+01   5.83087077e+00
  4.14669983e+01   5.78633316e+00
  4.21819466e+01   5.74281866e+00
  4.28968948e+01   5.70028879e+00
  4.36118430e+01   5.65870707e+00
  4.43267913e+01   5.61803884e+00
  4.50417395e+01   5.57049928e+00
  4.57566878e+01   5.53165623e+00
  4.64716360e+01   5.49363035e+00
  4.71865843e+01   5.45639335e+00
  4.79015325e+01   5.41991833e+00
  4.86164808e+01   5.38417961e+00
  4.93314290e+01   5.34915272e+00
  5.00463773e+01   5.31481429e+00
  5.07613255e+01   5.27115507e+00
  5.14762738e+01   5.23823939e+00
  5.21912220e+01   5.20594569e+00
  5.29061703e+01   5.17425455e+00
  5.36211185e+01   5.14314740e+00
  5.43360667e+01   5.11260644e+00
  5.50510150e+01   5.08261465e+00
  5.57659632e+01   5.05315567e+00
  5.64809115e+01   5.02421384e+00
  5.71958597e+01   4.98292628e+00
  5.79108080e+01   4.95510499e+00
  5.86257562e+01   4.92775492e+00
  5.93407045e+01   4.90086282e+00
  6.00556527e+01   4.87441598e+00
  6.07706010e+01   4.84840216e+00
  6.14855492e+01   4.82280961e+00
  6.22004975e+01   4.79762699e+00
  6.29154457e+01   4.77284340e+00
  6.36303940e+01   4.74844833e+00
  6.43453422e+01   4.70790398e+00
