0.400000	 7.317962	 0.001647	 1295	 0.00	 0.80
1.300000	 7.214920	 0.077536	 2040	 0.80	 1.80
2.050000	 4.513963	 0.343385	 1022	 1.80	 2.30
2.550000	 4.447513	 0.178608	 954	 2.30	 2.80
3.150000	 4.365780	 0.226779	 859	 2.80	 3.50
4.500000	 4.325712	 0.051394	 801	 3.50	 5.50
6.950000	 4.258479	 0.108206	 165	 5.50	 8.40
9.200000	 4.162194	 0.169749	 65	 8.40	 10.00
11.500000	 4.197089	 0.107270	 85	 10.00	 13.00
15.500000	 4.130969	 0.181471	 57	 13.00	 18.00
