0.250000	 7.236474	 0.002285	 713	 0.00	 0.50
0.750000	 7.312407	 -0.152582	 1016	 0.50	 1.00
1.300000	 7.266670	 -0.097480	 1220	 1.00	 1.60
1.800000	 4.790883	 0.176113	 766	 1.60	 2.00
2.300000	 7.229740	 0.080139	 1251	 2.00	 2.60
2.800000	 4.477599	 0.080855	 633	 2.60	 3.00
3.500000	 5.049844	 0.122648	 909	 3.00	 4.00
4.500000	 4.176858	 0.191440	 387	 4.00	 5.00
8.500000	 4.161339	 0.076376	 362	 5.00	 12.00
15.000000	 4.091319	 0.148984	 86	 12.00	 18.00
