0.800000	 7.232427	 0.001081	 2949	 0.00	 1.60
1.950000	 4.645126	 0.292545	 1408	 1.60	 2.30
2.600000	 4.477711	 0.237165	 1097	 2.30	 2.90
3.050000	 4.314300	 0.290831	 394	 2.90	 3.20
3.350000	 4.291885	 0.369371	 322	 3.20	 3.50
4.550000	 4.370044	 0.057343	 812	 3.50	 5.60
7.000000	 4.155026	 0.111224	 154	 5.60	 8.40
9.200000	 4.006116	 0.169226	 65	 8.40	 10.00
11.500000	 4.071489	 0.106674	 85	 10.00	 13.00
15.500000	 3.965267	 0.180882	 57	 13.00	 18.00
