0.500000	 7.286095	 0.001414	 1729	 0.00	 1.00
1.500000	 7.208711	 0.109261	 1986	 1.00	 2.00
2.150000	 4.200364	 0.433148	 642	 2.00	 2.30
2.600000	 4.585412	 0.237248	 1097	 2.30	 2.90
3.150000	 4.188174	 0.142452	 612	 2.90	 3.40
4.500000	 4.392337	 -0.019598	 916	 3.40	 5.60
7.000000	 4.236569	 0.111975	 154	 5.60	 8.40
9.200000	 4.165036	 0.169824	 65	 8.40	 10.00
11.500000	 4.184482	 0.107350	 85	 10.00	 13.00
15.500000	 4.133841	 0.181557	 57	 13.00	 18.00
