34.398724	 226.914900	 0.343800
14.521522	 221.784800	 0.319300
22.415695	 235.234100	 0.521000
22.969981	 242.473900	 0.377000
26.152282	 223.683700	 0.498000
22.845634	 228.357100	 0.515000
12.720588	 226.900300	 0.370000
14.029526	 228.770100	 0.523000
15.670833	 230.876600	 0.487000
16.187038	 217.376400	 0.430000
24.360264	 234.414200	 0.453000
15.154261	 227.029600	 0.566000
13.046510	 232.294200	 0.498000
9.480778	 221.333800	 0.470000
12.408996	 234.723300	 0.441000
17.796270	 244.506000	 0.422000
18.492552	 226.137800	 0.363500
17.405329	 238.686000	 0.518000
17.695733	 227.228700	 0.309600
15.132054	 230.567900	 0.548000
14.734183	 232.457200	 0.412000
25.204129	 229.699600	 0.302600
16.364391	 225.653800	 0.547000
23.527413	 217.978400	 0.414000
19.470686	 238.912300	 0.442000
15.343107	 224.372100	 0.444000
16.629772	 250.818200	 0.291300
13.094666	 240.112700	 0.509000
23.425718	 235.053600	 0.332900
15.632471	 246.768900	 0.503000
19.619094	 234.646000	 0.398500
15.408948	 234.590200	 0.620000
17.507214	 227.638900	 0.577000
11.599608	 241.569100	 0.532000
17.251395	 236.065000	 0.409400
18.754486	 239.178400	 0.247700
19.197613	 251.281100	 0.491000
20.389943	 208.917900	 0.316400
14.808932	 239.677200	 0.491000
25.032868	 235.610200	 0.587000
30.379450	 232.716500	 0.505000
22.793496	 234.678800	 0.571000
18.782698	 259.527400	 0.563000
14.416535	 229.530600	 0.298300
24.842181	 231.126700	 0.424000
18.155246	 231.886300	 0.531000
17.599466	 229.777400	 0.340100
20.346452	 226.203600	 0.455000
26.310700	 228.874400	 0.611000
24.657331	 220.827700	 0.604000
11.768154	 235.467200	 0.404000
18.780708	 230.911700	 0.374000
26.835779	 218.157800	 0.452000
11.466019	 247.998800	 0.557000
13.754834	 230.737500	 0.618000
21.523749	 226.572200	 0.469500
10.870299	 247.172100	 0.418000
11.281663	 220.815000	 0.575000
16.261392	 235.280500	 0.708000
40.563987	 237.404700	 0.497400
37.740124	 226.066300	 0.521000
26.649246	 239.759100	 0.304100
12.152553	 231.949800	 0.448000
16.486286	 236.711200	 0.488000
25.500151	 239.495200	 0.371900
14.418294	 233.925000	 0.536000
15.519050	 221.887100	 0.382900
