0.265315 248.998000 1.719000
0.316667 262.400000 0.540000
0.336559 217.863000 0.166000
0.336559 217.769000 0.166000
0.566667 225.240000 0.520000
0.633333 211.460000 0.460000
0.671024 209.910000 0.793000
0.671024 209.816000 0.793000
0.682236 258.900000 1.600000
0.720830 221.500000 1.800000
0.748222 255.400000 4.700000
0.750000 208.140000 0.560000
0.775543 271.433000 1.095000
0.775543 271.339000 1.095000
0.900000 227.390000 0.530000
0.933333 215.390000 0.630000
0.970890 226.713000 0.982000
0.970890 226.619000 0.982000
1.016667 233.870000 0.390000
1.033333 251.000000 0.310000
1.039428 223.166000 0.306000
1.039428 223.072000 0.306000
1.066667 211.290000 0.320000
1.078580 229.200000 1.300000
1.100000 242.940000 0.871000
1.113577 248.249000 0.900000
1.113577 248.155000 0.900000
1.113577 245.300000 1.700000
1.133333 260.340000 0.410000
1.161165 206.639000 0.246000
1.161165 206.545000 0.246000
1.233892 206.111000 0.465000
1.233892 206.017000 0.465000
1.243393 246.095000 1.416000
1.243707 246.001000 1.416000
1.262741 223.631000 0.617000
1.262741 223.537000 0.617000
1.301729 222.553000 0.194000
1.301729 222.459000 0.194000
1.304085 228.063000 0.573000
1.304085 227.969000 0.573000
1.363966 224.558000 1.652000
1.363966 224.464000 1.652000
1.366603 229.475000 1.596000
1.366603 229.381000 1.596000
1.382258 225.776000 1.448000
1.382342 225.682000 1.448000
1.383333 206.360000 0.380000
1.383333 233.450000 0.490000
1.386023 232.400000 3.100000
1.415046 215.152000 0.511000
1.415046 215.058000 0.511000
1.416667 216.520000 0.490000
1.434269 200.932000 0.175000
1.434269 200.838000 0.175000
1.434269 216.800000 3.700000
1.450000 205.240000 0.610000
1.472370 201.700000 1.700000
1.482283 237.931000 0.306000
1.482283 237.837000 0.306000
1.486583 236.118000 0.388000
1.486583 236.024000 0.388000
1.490852 225.213000 0.340000
1.490852 225.119000 0.340000
1.494390 210.106000 0.032000
1.494390 210.012000 0.032000
1.506688 211.508000 0.170000
1.506688 211.414000 0.170000
1.521254 246.710000 0.510000
1.521263 246.804000 0.510000
1.569268 214.236000 0.478000
1.569428 214.142000 0.478000
1.616667 232.750000 0.350000
1.650000 228.420000 0.340000
1.693256 275.658000 0.578000
1.693256 275.564000 0.578000
1.700000 239.350000 0.530000
1.703853 250.783000 1.213000
1.703853 250.689000 1.213000
1.719427 248.728000 0.412000
1.719692 248.822000 0.412000
1.725783 244.999000 0.480000
1.725783 244.905000 0.480000
1.738719 238.530000 0.646000
1.738979 238.436000 0.646000
1.764436 228.200000 1.800000
1.766667 249.160000 0.790000
1.767763 223.400000 1.400000
1.781488 207.568000 1.113000
1.781745 207.474000 1.113000
1.783333 238.200000 0.460000
1.783333 252.920000 0.500000
1.802282 221.229000 0.399000
1.802282 221.135000 0.399000
1.818239 232.944000 0.155000
1.818239 232.850000 0.155000
1.842074 236.050000 0.528000
1.842243 235.956000 0.528000
1.856201 206.286000 0.156000
1.856300 206.192000 0.156000
1.866667 215.860000 0.290000
1.885423 236.500000 2.200000
1.908529 261.230000 0.341000
1.908529 261.136000 0.341000
1.908529 258.600000 1.300000
1.910440 212.467000 0.323000
1.910440 212.373000 0.323000
1.941173 222.700000 1.600000
1.954195 230.978000 0.332000
1.954195 230.884000 0.332000
1.964693 216.574000 0.484000
1.964693 216.480000 0.484000
1.966667 247.450000 0.520000
1.972010 201.700000 1.500000
1.988901 214.068000 0.341000
1.988901 213.974000 0.341000
1.988901 211.000000 3.000000
2.000000 234.540000 0.680000
2.004583 213.254000 0.036000
2.004583 213.160000 0.036000
2.050000 245.790000 0.710000
2.050000 239.840000 0.340000
2.050000 221.860000 0.640000
2.051679 221.100000 1.300000
2.051714 211.837000 0.256000
2.051714 211.743000 0.256000
2.068621 236.531000 1.305000
2.068621 236.437000 1.305000
2.070005 227.476000 0.836000
2.070005 227.382000 0.836000
2.071764 240.083000 1.025000
2.071764 239.989000 1.025000
2.083333 216.060000 0.780000
2.102740 243.144000 0.926000
2.102740 243.050000 0.926000
2.111262 260.685000 0.935000
2.126369 239.849000 1.195000
2.126369 239.755000 1.195000
2.133333 220.120000 0.370000
2.139687 247.199000 0.085000
2.139687 247.105000 0.085000
2.163301 233.709000 0.405000
2.163301 233.615000 0.405000
2.164886 201.048000 0.663000
2.164886 200.954000 0.663000
2.164886 198.400000 1.500000
2.173057 212.599000 1.037000
2.173057 212.505000 1.037000
2.192670 242.439000 0.557000
