20.0	239	
20.1	224	
20.1	219	
20.2	221	
20.2	197	
20.2	228	
20.3	248	
20.3	253	
20.3	222	
20.4	209	
20.4	221	
20.4	227	
20.4	230	
20.4	250	
20.4	255	
20.6	219	
20.6	229	
20.6	237	
20.6	239	
20.6	226	
20.6	251	
20.8	250	
20.9	261	
20.9	223	
20.9	226	
20.9	242	
20.9	245	
21.0	219	
21.0	235	
21.0	230	
21.2	235	
21.3	235	
21.3	231	
21.4	231	
21.4	201	
21.5	220	
21.5	243	
21.5	224	
21.5	230	
21.6	230	
21.6	237	
21.6	221	
21.7	227	
21.8	242	
21.8	260	
21.8	211	
21.9	217	
21.9	239	
22.0	211	
22.1	217	
22.1	246	
22.1	250	
22.2	237	
22.5	224	
22.7	226	
22.8	192	
22.8	208	
22.8	242	
22.8	268	
22.8	225	
22.9	227	
22.9	232	
23.0	233	
23.1	252	
23.2	211	
23.2	214	
23.2	245	
23.3	199	
23.3	202	
23.3	225	
23.4	239	
23.4	233	
23.5	239	
23.6	244	
23.8	223	
23.9	200	
23.9	207	
23.9	236	
23.9	214	
24.0	227	
24.1	220	
24.4	224	
24.5	206	
24.5	222	
24.5	242	
24.6	256	
24.8	220	
25.0	244	
25.1	224	
25.1	227	
25.1	240	
25.1	239	
25.2	220	
25.2	246	
25.3	238	
25.4	212	
25.6	232	
25.6	227	
25.7	213	
25.7	224	
25.9	226	
25.9	232	
26.0	224	
26.0	227	
26.1	223	
27.0	234	
27.2	229	
27.9	236	
28.0	226	
28.0	217	
28.0	224	
28.2	217	
28.4	225	
29.1	237	
29.9	246	
30.3	248	
30.3	226	
30.6	221	
30.8	231	
31.1	239	
31.1	228	
31.6	232	
31.7	219	
32.3	193	
32.7	229	
33.0	203	
33.1	238	
33.4	238	
33.5	228	
34.0	217	
35.2	235	
35.7	224	
35.9	229	
36.3	247	
36.6	224	
36.8	252	
37.2	215	
37.4	236	
37.6	231	
38.6	223	
38.7	235	
39.1	220	
39.3	210	
39.5	258	
39.9	216	
42.9	256	
43.5	227	
44.1	234	
44.4	234	
45.0	230	
46.1	191	
49.6	239	
54.2	224	
54.7	199	
20.7	197	
21.4	226	
22.5	232	
23.0	232	
32.5	219	
34.9	202	
37.9	206	
45.0	197	
47.3	260	
48.0	254	
54.6	256	
55.1	243	
20.0	-11	
20.2	-42	
20.2	34	
20.5	-5	
20.6	-11	
20.6	168	
20.6	26	
20.7	6	
20.7	-19	
20.9	55	
20.9	-7	
20.9	59	
20.9	-27	
21.0	7	
21.2	27	
21.2	-59	
21.2	43	
21.4	63	
21.4	-37	
21.4	-35	
21.4	-15	
21.5	15	
21.6	-58	
21.6	9	
21.6	30	
21.6	-11	
21.7	-76	
21.7	32	
21.8	25	
21.8	23	
21.8	58	
21.8	33	
21.9	-13	
22.0	11	
22.0	3	
22.1	-5	
22.5	3	
22.5	183	
22.5	-21	
22.5	-54	
22.5	13	
22.5	-23	
22.6	23	
22.6	-25	
22.6	-8	
22.6	39	
22.7	-21	
22.7	378	
22.8	-30	
22.8	-34	
22.8	83	
22.8	39	
23.0	51	
23.0	16	
23.1	14	
23.1	9	
23.1	-14	
23.1	-32	
23.2	173	
23.2	146	
23.2	41	
23.3	-7	
23.3	-48	
23.3	-10	
23.3	-39	
23.3	1	
23.3	19	
23.3	-57	
23.4	-15	
23.6	4	
23.6	-55	
23.6	-29	
23.6	-14	
23.7	26	
23.8	22	
23.9	5	
23.9	44	
23.9	-38	
24.0	20	
24.0	10	
24.0	-48	
24.2	-21	
24.2	-28	
24.4	-36	
24.4	-64	
24.4	-43	
24.4	-38	
24.5	-58	
24.6	-30	
24.6	-55	
24.7	-86	
24.7	29	
24.8	93	
24.8	-60	
24.8	-53	
24.8	-24	
25.0	-42	
25.0	14	
25.0	159	
25.1	-20	
25.1	-7	
25.1	79	
25.2	-37	
25.3	-107	
25.3	-46	
25.5	-14	
25.5	-71	
25.5	291	
25.5	-48	
25.5	-74	
25.6	22	
25.7	8	
25.7	-24	
25.7	19	
25.8	-22	
25.8	-14	
25.8	21	
25.8	4	
25.8	41	
25.8	-8	
25.8	65	
25.9	2	
26.0	-40	
26.0	183	
26.0	-48	
26.0	-47	
26.0	-32	
26.0	-15	
26.1	82	
26.1	-39	
26.3	-43	
26.3	57	
26.3	-52	
26.4	-15	
26.5	43	
26.5	-51	
26.5	32	
26.5	-35	
26.7	-21	
26.7	-43	
26.7	8	
26.8	-32	
26.8	-52	
26.8	87	
26.8	16	
26.9	7	
26.9	73	
27.0	27	
27.0	-50	
27.0	7	
27.0	-39	
27.0	-28	
27.0	15	
27.0	16	
27.0	20	
