0.420000	 7.003503	 -0.257775	 1372
1.155000	 6.347118	 -0.261448	 1338
1.785000	 5.635368	 -1.296654	 1228
2.350000	 5.040714	 0.491354	 1027
2.850000	 4.608561	 0.354470	 761
3.350000	 4.439171	 0.451875	 524
3.900000	 4.433822	 0.993092	 365
5.000000	 4.426899	 0.995007	 377
7.900000	 4.669833	 -0.915843	 208
14.000000	 4.911892	 1.479173	 142
