201.65554	-47.42275	225.129     0.160
201.74071	-47.42220	244.799     0.429
201.60962	-47.42213	222.204     0.573
201.62406	-47.42180	229.912     0.804
201.75328	-47.42146	238.992     1.020
201.66171	-47.42143	257.318     0.349
201.70687	-47.42093	211.314     0.729
201.67167	-47.41960	237.528     1.108
201.61115	-47.41915	228.731     0.323
201.76184	-47.41753	246.050     0.166
201.78117	-47.41651	246.297     0.443
201.63991	-47.41544	214.794     0.810
201.71323	-47.41439	252.409     1.179
201.62849	-47.41436	225.629     0.696
201.75198	-47.41248	221.448     0.302
201.62202	-47.41175	220.212     0.476
201.75494	-47.41111	229.947     0.771
201.76541	-47.41051	248.960     0.237
201.60905	-47.41079	216.690     0.331
201.77285	-47.41022	238.203     1.138
201.59383	-47.41040	219.686     0.118
201.77489	-47.40953	245.193     0.285
201.75929	-47.40861	238.106     0.713
201.63110	-47.40880	230.057     0.450
201.62592	-47.40763	238.841     1.064
201.77891	-47.40642	237.744     0.916
201.60951	-47.40668	204.693     0.206
201.72900	-47.40611	248.104     0.284
201.68650	-47.40535	237.912     0.926
201.63085	-47.40520	228.246     0.065
201.62192	-47.40484	250.407     0.185
201.70174	-47.40138	229.220     0.319
201.76166	-47.40048	251.800     0.762
201.69557	-47.40004	233.418     0.406
201.75716	-47.39748	227.531     0.262
201.71631	-47.39629	230.178     0.387
201.61736	-47.39451	239.146     0.659
201.70444	-47.39346	225.271     0.619
201.58961	-47.39355	213.747     0.452
201.74793	-47.39282	218.569     0.235
201.72058	-47.39205	251.803     0.561
201.66191	-47.39124	231.235     0.321
201.63269	-47.39018	223.238     0.402
201.58966	-47.38771	217.577     0.624
201.73247	-47.38308	247.099     0.585
201.78175	-47.38159	216.093     0.301
201.72950	-47.37413	218.299     0.704
201.73711	-47.37365	235.366     1.095
201.73308	-47.37253	230.113     0.523
201.62265	-47.36922	209.234     0.134
201.73826	-47.36857	223.786     0.280
201.62680	-47.35917	242.268     0.564
201.66562	-47.35633	229.949     0.978
201.68779	-47.35565	249.058     0.103
201.71136	-47.35179	245.913     1.397
201.69975	-47.35180	232.812     0.025
201.72886	-47.35137	221.902     0.405
201.78060	-47.35095	237.602     0.504
201.73647	-47.34791	227.200     0.246
201.75499	-47.34464	232.529     1.561
201.66374	-47.34294	216.160     0.362
201.68026	-47.33748	225.188     0.687
201.63385	-47.33654	236.296     0.516
201.49475	-47.60266	233.493     1.126
201.50347	-47.58690	237.925     0.206
201.54433	-47.58036	226.851     0.263
201.53442	-47.57959	222.948     0.137
201.50181	-47.57516	240.213     0.782
201.50680	-47.57489	228.057     0.730
201.50086	-47.56420	226.462     0.787
201.52374	-47.56334	228.685     0.216
201.42584	-47.56209	237.673     1.031
201.55987	-47.56128	231.501     0.279
201.48967	-47.55965	239.587     0.565
201.54453	-47.55865	231.717     0.888
201.50672	-47.55158	224.853     2.719
201.54131	-47.55018	241.084     0.461
201.53187	-47.54829	217.335     0.525
201.56881	-47.54398	211.878     0.102
201.43823	-47.54390	216.087     0.370
201.50104	-47.53942	238.690     0.323
201.48996	-47.53682	232.545     0.238
201.52711	-47.53612	227.102     0.258
201.51247	-47.53561	212.085     0.503
201.50325	-47.53400	235.899     0.263
201.39736	-47.53208	223.659     0.132
201.47791	-47.52751	243.387     0.314
201.55093	-47.52359	241.970     0.830
201.54467	-47.52223	224.522     0.503
201.51377	-47.52020	235.571     0.377
201.57867	-47.51871	228.669     0.416
201.47395	-47.51814	238.091     0.227
201.56741	-47.51552	219.732     0.394
201.47443	-47.51170	226.159     0.287
201.54971	-47.50992	237.002     0.451
201.51691	-47.50988	212.294     0.273
201.56356	-47.50674	236.339     0.290
201.47018	-47.50578	231.769     0.815
201.52229	-47.49875	222.430     0.384
201.55922	-47.49824	227.816     0.743
201.57235	-47.49380	215.821     0.311
201.55044	-47.49329	216.043     0.406
201.49507	-47.48914	222.439     0.991
201.53294	-47.48843	223.880     0.661
201.48389	-47.48721	220.433     0.439
201.56221	-47.48634	263.258     0.240
201.55358	-47.48605	207.809     0.397
201.45277	-47.48423	229.641     0.450
201.55206	-47.48144	231.249     0.262
201.54472	-47.48102	227.943     0.364
201.57891	-47.48053	207.799     0.287
201.57003	-47.47866	236.467     0.433
201.45277	-47.47640	227.377     0.429
201.51608	-47.47568	225.014     1.472
201.51051	-47.47491	226.344     0.265
201.54885	-47.47451	214.937     0.181
201.53656	-47.47198	243.931     0.410
201.53052	-47.46973	220.451     0.301
201.44647	-47.46954	227.227     0.214
201.42755	-47.46804	232.871     0.994
201.56020	-47.46808	244.076     1.098
201.44140	-47.46736	227.074     0.472
201.54554	-47.46471	235.693     0.256
201.53918	-47.46416	234.221     0.194
201.48588	-47.46398	228.791     1.282
201.44601	-47.46230	230.645     0.252
201.53785	-47.45534	236.933     0.358
201.43176	-47.45084	225.942     0.159
201.42082	-47.44625	220.081     0.383
201.57874	-47.44507	225.730     1.081
201.47387	-47.44382	224.330     1.123
201.49989	-47.44180	225.224     0.491
201.51847	-47.44111	207.869     0.358
201.57647	-47.44038	238.997     0.732
201.53863	-47.43623	216.451     0.265
201.57045	-47.43502	243.285     0.226
201.47490	-47.43451	245.862     0.132
201.44314	-47.43316	229.883     1.723
201.48971	-47.43179	207.725     0.469
201.48592	-47.42517	224.997     0.426
201.54213	-47.42509	236.801     0.564
201.49607	-47.42414	226.896     0.234
201.51840	-47.42072	239.499     0.214
201.43643	-47.42035	234.435     0.295
201.47650	-47.42038	218.660     0.492
201.45658	-47.41751	240.401     0.313
201.57772	-47.41723	208.764     0.181
201.51834	-47.41683	209.202     0.377
201.45031	-47.40831	241.352     0.454
201.49226	-47.40418	230.083     0.432
201.49545	-47.39025	221.358     0.119
201.57637	-47.37446	239.579     0.281
201.55231	-47.37279	235.223     0.420
201.56998	-47.36513	229.770     0.470
201.56157	-47.35869	231.632     0.201
201.56077	-47.35629	240.765     0.351
201.53710	-47.35425	235.150     0.268
201.56920	-47.34613	229.494     0.445
201.88289	-47.68895	252.100     0.297
201.87530	-47.67934	235.954     0.467
201.86671	-47.67110	242.985     0.275
201.93367	-47.65824	244.553     0.475
201.89121	-47.65214	253.394     0.050
201.92600	-47.64580	243.492     0.576
201.90307	-47.64228	242.864     0.077
201.92148	-47.64084	233.537     0.336
201.85304	-47.63850	235.388     0.684
201.86840	-47.63689	228.442     0.208
201.64006	-47.71961	239.580     0.283
201.70315	-47.71464	228.748     0.465
201.73316	-47.68661	238.426     0.369
201.64008	-47.68460	234.172     0.144
201.68314	-47.68156	232.230     0.400
201.63074	-47.67984	231.381     1.759
201.74518	-47.65415	247.118     0.442
201.71115	-47.63916	214.815     0.459
201.63306	-47.63914	232.682     0.248
201.77804	-47.63665	221.439     0.221
201.71241	-47.63675	222.394     0.406
201.72457	-47.62917	253.581     0.063
201.75674	-47.62896	240.639     0.419
201.73882	-47.62728	238.476     0.067
201.77287	-47.62651	233.960     0.510
201.75344	-47.62311	245.848     0.579
201.71143	-47.61694	228.414     1.203
201.62354	-47.61699	228.610     0.806
201.62865	-47.61652	237.596     0.360
201.66105	-47.61358	238.337     0.592
201.67020	-47.61299	227.637     0.244
201.66998	-47.61208	234.398     1.298
201.62300	-47.61172	232.142     0.289
201.70824	-47.61156	234.600     0.641
201.67779	-47.61069	214.507     0.146
201.74683	-47.60971	224.013     0.066
201.72247	-47.60966	231.864     1.141
201.68569	-47.60898	216.039     0.431
201.57332	-47.68437	235.432     0.242
201.55119	-47.63398	235.794     0.353
201.45653	-47.63364	224.831     0.443
201.52715	-47.62515	239.985     0.567
201.57405	-47.62041	231.007     0.094
201.46699	-47.61581	242.524     0.242
201.52172	-47.60687	231.478     0.493
