201.51377000    -47.52020000    235.477 0.377   
201.54971000    -47.50992000    236.908 0.451   
201.67073000    -47.46148000    212.373 0.323   
201.70824000    -47.61156000    234.506 0.641   
201.57647000    -47.44038000    238.903 0.732   
201.92393000    -47.47774000    241.705 0.619   
201.60940000    -47.51198000    232.730 0.397   
201.61536000    -47.52936000    235.423 0.276   
201.87586000    -47.47959000    248.360 0.228   
201.45653000    -47.63364000    224.737 0.443   
201.64852000    -47.45503000    229.814 0.238   
201.60651000    -47.50779000    206.614 0.328   
201.85304000    -47.63850000    235.294 0.684   
201.44314000    -47.43316000    229.789 1.723   
201.89233000    -47.53270000    240.583 0.261   
201.56221000    -47.48634000    263.164 0.240   
201.70785000    -47.55326000    249.516 0.171   
201.89036000    -47.37886000    231.970 0.618   
201.82367000    -47.57775000    234.722 0.197   
201.61115000    -47.41915000    228.637 0.323   
201.57235000    -47.49380000    215.727 0.311   
201.63991000    -47.41544000    214.700 0.810   
201.80981000    -47.47474000    255.139 0.318   
201.63877000    -47.50480000    206.684 0.551   
201.50104000    -47.53942000    238.596 0.323   
201.47650000    -47.42038000    218.566 0.492   
201.69769000    -47.57919000    214.805 0.403   
201.66447000    -47.51304000    214.946 0.292   
201.88722000    -47.46656000    241.613 0.587   
201.63110000    -47.40880000    229.963 0.450   
201.67842000    -47.46319000    237.837 0.306   
201.67489000    -47.49701000    275.564 0.578   
201.76861000    -47.50774000    249.374 1.211   
201.90952000    -47.40681000    244.669 0.221   
201.63433000    -47.46914000    226.819 0.295   
201.61185000    -47.48826000    211.481 0.562   
201.74420000    -47.51192000    248.966 0.721   
201.60771000    -47.49820000    217.495 0.452   
201.63304000    -47.51029000    239.204 0.211   
201.66171000    -47.42143000    257.224 0.349   
201.74604000    -47.42487000    224.911 0.559   
201.66030000    -47.49149000    238.334 0.122   
201.71954000    -47.50682000    239.755 1.195   
201.61030000    -47.49304000    231.427 0.613   
201.88063000    -47.40412000    243.698 1.433   
201.82390000    -47.44552000    220.541 0.737   
201.63337000    -47.52570000    219.131 1.337   
201.73215000    -47.51452000    218.082 0.462   
201.86752000    -47.50401000    249.972 0.528   
201.66055000    -47.48210000    242.345 0.557   
201.61226000    -47.48931000    215.434 0.488   
201.60270000    -47.57928000    234.918 0.266   
201.63269000    -47.39018000    223.144 0.402   
201.93308000    -47.50672000    252.821 0.408   
201.60251000    -47.56947000    209.290 0.470   
201.68472000    -47.49001000    226.619 0.982   
201.84398000    -47.58797000    258.800 0.455   
201.56157000    -47.35869000    231.538 0.201   
201.90733000    -47.42142000    248.388 1.301   
201.86190000    -47.42828000    240.081 0.230   
201.75717000    -47.58590000    231.178 0.338   
201.77264000    -47.56807000    249.450 0.329   
201.88831000    -47.39644000    227.477 1.105   
201.68378000    -47.57216000    254.692 0.052   
201.61427000    -47.49087000    225.122 0.531   
201.56020000    -47.46808000    243.982 1.098   
201.78300000    -47.55179000    225.104 0.077   
201.73938000    -47.49703000    243.191 1.178   
201.75929000    -47.40861000    238.012 0.713   
201.89978000    -47.47616000    235.851 0.214   
201.63385000    -47.33654000    236.202 0.516   
201.62406000    -47.42180000    229.818 0.804   
201.55044000    -47.49329000    215.949 0.406   
201.77285000    -47.41022000    238.109 1.138   
201.76763000    -47.57723000    231.553 0.067   
201.63250000    -47.53457000    256.467 1.005   
201.77364000    -47.51797000    242.186 0.955   
201.69824000    -47.53678000    225.274 0.072   
201.90307000    -47.64228000    242.770 0.077   
201.89427000    -47.49624000    240.651 0.214   
201.62016000    -47.42313000    221.154 1.467   
201.62592000    -47.40763000    238.747 1.064   
201.66998000    -47.61208000    234.304 1.298   
201.59188000    -47.59868000    246.775 0.079   
201.54131000    -47.55018000    240.990 0.461   
201.69975000    -47.35180000    232.718 0.025   
201.74683000    -47.60971000    223.919 0.066   
201.73352000    -47.48189000    229.710 0.540   
201.68700000    -47.48448000    209.816 0.793   
201.70444000    -47.39346000    225.177 0.619   
201.84634000    -47.51492000    238.683 0.543   
201.84954000    -47.44583000    235.427 0.490   
201.47387000    -47.44382000    224.236 1.123   
201.64907000    -47.42333000    214.631 0.139   
201.65554000    -47.42275000    225.035 0.160   
201.86038000    -47.56709000    236.483 0.628   
201.45658000    -47.41751000    240.307 0.313   
201.65319000    -47.54871000    227.439 0.235   
201.71140000    -47.44078000    236.451 0.095   
201.78309000    -47.47443000    228.847 0.742   
201.65059000    -47.51324000    249.589 1.227   
201.56881000    -47.54398000    211.784 0.102   
201.61652000    -47.44272000    203.899 0.066   
201.59383000    -47.41040000    219.592 0.118   
201.45031000    -47.40831000    241.258 0.454   
201.81492000    -47.43005000    229.732 0.093   
201.75998000    -47.52424000    257.540 0.069   
201.62542000    -47.54692000    220.518 0.053   
201.53442000    -47.57959000    222.854 0.137   
201.84920000    -47.48671000    233.927 0.066   
201.75042000    -47.50613000    265.406 0.267   
201.77531000    -47.55751000    242.663 0.497   
201.39736000    -47.53208000    223.565 0.132   
201.70863000    -47.51360000    233.615 0.405   
201.71325000    -47.46238000    215.058 0.511   
201.73882000    -47.62728000    238.382 0.067   
201.69913000    -47.51507000    247.105 0.085   
201.62300000    -47.61172000    232.048 0.289   
201.85413000    -47.47918000    256.341 0.263   
201.66225000    -47.42608000    214.948 0.464   
201.42584000    -47.56209000    237.579 1.031   
201.72258000    -47.49572000    232.850 0.155   
201.68724000    -47.51435000    212.505 1.037   
201.63859000    -47.57742000    222.928 0.179   
201.68277000    -47.52595000    231.716 0.874   
201.75146000    -47.46895000    251.911 0.737   
201.70385000    -47.45775000    229.381 1.596   
201.71292000    -47.45400000    221.135 0.399   
201.75512000    -47.54232000    235.146 1.211   
201.73972000    -47.44398000    221.988 0.082   
201.44601000    -47.46230000    230.551 0.252   
201.57332000    -47.68437000    235.338 0.242   
201.71431000    -47.56176000    234.227 0.156   
201.68461000    -47.57428000    239.424 0.301   
201.63478000    -47.43690000    254.187 0.331   
201.81071000    -47.39746000    235.742 0.827   
201.88476000    -47.43141000    249.971 0.267   
201.77891000    -47.40642000    237.650 0.916   
201.83461000    -47.49347000    239.643 0.276   
201.50347000    -47.58690000    237.831 0.206   
201.73121000    -47.56739000    226.124 0.067   
201.77693000    -47.51881000    255.700 0.115   
201.72457000    -47.62917000    253.487 0.063   
201.87986000    -47.45929000    241.959 0.156   
201.69557000    -47.40004000    233.324 0.406   
201.57772000    -47.41723000    208.670 0.181   
201.84058000    -47.54850000    257.853 0.087   
201.58961000    -47.39355000    213.653 0.452   
201.59636000    -47.49036000    219.305 0.131   
201.51608000    -47.47568000    224.920 1.472   
201.54433000    -47.58036000    226.757 0.263   
201.64275000    -47.54394000    221.588 0.643   
201.74299000    -47.54363000    248.713 0.245   
201.75344000    -47.62311000    245.754 0.579   
201.71136000    -47.35179000    245.819 1.397   
201.63525000    -47.53772000    217.725 0.194   
201.68211000    -47.44085000    230.259 0.280   
201.67779000    -47.61069000    214.413 0.146   
201.78175000    -47.38159000    215.999 0.301   
201.80605000    -47.44556000    221.065 0.148   
201.75907000    -47.58690000    244.466 0.428   
201.68996000    -47.55925000    221.413 0.506   
201.65363000    -47.54078000    219.561 0.131   
201.70687000    -47.42093000    211.220 0.729   
201.67220000    -47.48101000    225.119 0.340   
201.67167000    -47.41960000    237.434 1.108   
201.68085000    -47.54927000    241.319 0.222   
201.82291000    -47.51654000    252.056 0.172   
201.77804000    -47.63665000    221.345 0.221   
201.66509000    -47.46011000    224.442 1.838   
201.73853000    -47.50653000    218.951 0.489   
201.52229000    -47.49875000    222.336 0.384   
201.92595000    -47.43347000    228.817 0.527   
201.63319000    -47.52853000    227.612 1.203   
201.49989000    -47.44180000    225.130 0.491   
201.80604000    -47.45404000    233.908 0.094   
201.48592000    -47.42517000    224.903 0.426   
201.71455000    -47.42807000    232.317 0.810   
201.90458000    -47.56882000    221.347 0.317   
201.84287000    -47.50608000    252.425 0.069   
201.88969000    -47.52212000    240.098 0.356   
201.66562000    -47.35633000    229.855 0.978   
201.62405000    -47.52883000    231.515 0.119   
201.67100000    -47.45683000    236.437 1.305   
201.89121000    -47.65214000    253.300 0.050   
201.93998000    -47.51807000    249.837 0.135   
201.53863000    -47.43623000    216.357 0.265   
201.73373000    -47.49359000    230.743 0.143   
201.68308000    -47.55505000    215.460 0.535   
201.71220000    -47.52843000    232.010 0.164   
201.70315000    -47.71464000    228.654 0.465   
201.63609000    -47.42345000    226.068 1.234   
201.83821000    -47.42440000    242.388 0.124   
201.68976000    -47.53248000    215.258 0.388   
201.48996000    -47.53682000    232.451 0.238   
201.68913000    -47.49969000    222.459 0.194   
201.55231000    -47.37279000    235.129 0.420   
201.61702000    -47.59026000    224.613 0.422   
201.55987000    -47.56128000    231.407 0.279   
201.86671000    -47.67110000    242.891 0.275   
201.87530000    -47.67934000    235.860 0.467   
201.87329000    -47.53890000    234.977 0.640   
201.71115000    -47.63916000    214.721 0.459   
201.85495000    -47.46623000    236.501 0.986   
201.86429000    -47.57538000    243.823 0.464   
201.76166000    -47.40048000    251.706 0.762   
201.83053000    -47.49926000    243.221 1.384   
201.66787000    -47.51659000    224.159 0.500   
201.67385000    -47.50973000    243.250 0.285   
201.77460000    -47.52844000    237.785 0.234   
201.88001000    -47.49237000    239.122 0.185   
201.73545000    -47.51949000    222.114 0.154   
201.62192000    -47.40484000    250.313 0.185   
201.67383000    -47.55550000    229.873 0.113   
201.48971000    -47.43179000    207.631 0.469   
201.48967000    -47.55965000    239.493 0.565   
201.77489000    -47.40953000    245.099 0.285   
201.74212000    -47.42641000    245.779 0.121   
201.92148000    -47.64084000    233.443 0.336   
201.75336000    -47.55722000    237.675 0.217   
201.76863000    -47.55934000    223.361 0.345   
201.74155000    -47.47537000    256.415 1.064   
201.65132000    -47.52300000    223.504 0.185   
201.47791000    -47.52751000    243.293 0.314   
201.74397000    -47.56251000    248.815 0.861   
201.47443000    -47.51170000    226.065 0.287   
201.51847000    -47.44111000    207.775 0.358   
201.68779000    -47.35565000    248.964 0.103   
201.88196000    -47.49815000    227.109 0.121   
201.51247000    -47.53561000    211.991 0.503   
201.70741000    -47.52930000    247.203 0.604   
201.72743000    -47.42261000    208.625 0.519   
201.87586000    -47.52057000    244.194 0.636   
201.66105000    -47.61358000    238.243 0.592   
201.72529000    -47.57522000    215.697 0.275   
201.63306000    -47.63914000    232.588 0.248   
201.58966000    -47.38771000    217.483 0.624   
201.78290000    -47.53716000    214.039 0.398   
201.61172000    -47.49908000    228.394 0.377   
201.77137000    -47.55882000    253.944 0.191   
201.83088000    -47.57697000    239.873 0.781   
201.60951000    -47.40668000    204.599 0.206   
201.63824000    -47.59580000    240.885 0.360   
201.71687000    -47.44262000    217.068 0.125   
201.48588000    -47.46398000    228.697 1.282   
201.47490000    -47.43451000    245.768 0.132   
201.69281000    -47.60028000    233.780 0.339   
201.73711000    -47.37365000    235.272 1.095   
201.52374000    -47.56334000    228.591 0.216   
201.60515000    -47.49737000    211.973 0.648   
201.64345000    -47.50677000    235.276 0.810   
201.88768000    -47.46290000    256.615 0.367   
201.80691000    -47.47966000    204.690 0.678   
201.73681000    -47.52794000    258.152 0.537   
201.49507000    -47.48914000    222.345 0.991   
201.71045000    -47.50028000    236.024 0.388   
201.75945000    -47.51858000    240.468 1.002   
201.76184000    -47.41753000    245.956 0.166   
201.82383000    -47.56248000    248.409 0.368   
201.86268000    -47.50579000    232.280 0.250   
201.52715000    -47.62515000    239.891 0.567   
201.65613000    -47.43086000    222.187 1.141   
201.83954000    -47.43187000    239.397 0.965   
201.71775000    -47.57755000    228.632 0.565   
201.74597000    -47.58747000    229.844 0.658   
201.90229000    -47.48950000    229.453 0.599   
201.47018000    -47.50578000    231.675 0.815   
201.86307000    -47.38062000    222.628 0.366   
201.64337000    -47.49123000    223.176 1.099   
201.78060000    -47.35095000    237.508 0.504   
201.86590000    -47.51226000    235.741 0.794   
201.54453000    -47.55865000    231.623 0.888   
201.81601000    -47.50451000    256.503 1.139   
201.80489000    -47.46115000    224.920 0.615   
201.85994000    -47.48007000    254.450 0.575   
201.86069000    -47.43983000    226.973 0.220   
201.52172000    -47.60687000    231.384 0.493   
201.67998000    -47.53669000    214.730 0.315   
201.74489000    -47.53942000    252.211 0.782   
201.65739000    -47.46726000    232.413 0.575   
201.78176000    -47.45909000    237.207 0.514   
201.55922000    -47.49824000    227.722 0.743   
201.62865000    -47.61652000    237.502 0.360   
201.68026000    -47.33748000    225.094 0.687   
201.69210760    -47.51002130    206.192 0.156   
201.81803240    -47.43051690    212.534 0.391   
201.81852690    -47.42998620    233.135 0.219   
201.71761490    -47.47730650    246.001 1.416   
201.72809240    -47.44118660    243.756 0.985   
201.71269280    -47.43783780    238.483 0.535   
201.71520320    -47.46182350    246.710 0.510   
201.67133640    -47.47441450    214.142 0.478   
201.72515620    -47.48480640    248.728 0.412   
201.76863010    -47.47080820    210.155 0.434   
201.62332850    -47.44866650    233.748 0.405   
201.70174040    -47.40137680    229.126 0.319   
201.75249260    -47.47605450    225.694 1.494   
201.66648710    -47.47605050    235.956 0.528   
201.68895980    -47.45088560    207.474 1.113   
201.67895380    -47.52113120    205.344 0.742   
201.68284350    -47.46129550    225.682 1.448   
201.49545270    -47.39025230    221.264 0.119   
201.72793200    -47.44923900    216.684 1.160   
201.43175910    -47.45083860    225.848 0.159   
201.67006010    -47.54286430    225.015 1.420   
201.75316820    -47.45254910    212.297 0.177   
201.84883240    -47.51466210    241.781 0.476   
201.56998190    -47.36513100    229.676 0.470   
201.66191010    -47.39124510    231.141 0.321   
201.77611290    -47.47295570    252.558 0.391   
201.69535770    -47.45053580    238.436 0.646   
