201.92762900    -47.20913300    241.802 0.671   
201.72947500    -47.24695600    233.807 0.524   
201.60215800    -47.15314900    208.918 0.316   
201.63740400    -47.21752900    238.950 0.441   
201.86418300    -47.30603800    220.316 0.521   
201.57170000    -47.04886600    231.641 0.445   
201.72090800    -47.05511900    234.882 0.736   
202.06921200    -47.22665000    228.520 0.669   
201.66230000    -47.20454000    250.818 0.291   
201.57327100    -47.19196700    230.912 0.374   
201.70250800    -47.25532200    229.548 0.632   
201.92312500    -47.26073500    236.310 0.533   
201.69235800    -47.23755300    221.785 0.319   
201.97281700    -47.04639100    229.077 0.535   
201.67136700    -47.24063100    229.531 0.298   
201.95821300    -47.12404300    242.777 0.586   
201.81863700    -47.26623900    232.457 0.412   
201.99266300    -47.01479700    226.466 0.707   
201.90405800    -47.20618100    228.409 0.572   
201.88257900    -47.28207000    235.280 0.708   
201.80604600    -47.29052400    240.113 0.509   
201.86263800    -47.16172000    235.477 0.501   
201.67652900    -47.03025400    233.853 0.969   
201.93951700    -47.26227200    231.405 0.646   
201.74115000    -47.15400300    239.204 0.410   
202.10570800    -47.15986300    224.376 0.488   
201.77442100    -47.18726700    230.009 0.426   
201.83562900    -47.29857600    229.805 0.595   
201.65618300    -47.22411700    221.887 0.383   
201.78477500    -47.21678900    229.217 0.633   
201.76544200    -47.30443200    220.815 0.575   
201.84962500    -46.96722000    233.173 0.574   
201.58504200    -47.19643400    237.446 0.456   
201.66630400    -47.12095600    225.618 0.520   
201.66660400    -47.21653700    243.442 0.426   
201.74107900    -47.28843700    235.467 0.404   
201.95995800    -47.26192900    221.783 0.597   
201.85074600    -47.12558000    225.162 0.441   
201.67292900    -47.27269400    208.872 0.802   
201.90052900    -47.30550800    232.369 0.500   
201.96070000    -47.09828200    236.168 0.494   
201.79644200    -47.04185900    230.939 0.452   
201.73325400    -47.13717700    229.228 0.573   
202.01087500    -47.76588900    239.495 0.372   
201.58179200    -47.75936100    231.886 0.531   
201.79958300    -47.77744400    235.298 0.730   
201.68766700    -47.79319400    246.721 0.539   
201.74829200    -47.73344400    228.048 1.144   
201.74920800    -47.79975000    238.912 0.442   
201.76066700    -47.63847200    240.573 0.540   
201.83191700    -47.77213900    227.012 2.901   
201.83929200    -47.84883300    231.185 0.518   
201.66233300    -47.73288900    224.372 0.444   
201.93850000    -47.77727800    241.496 0.373   
201.89600000    -47.76119400    227.794 0.394   
201.84600000    -47.73208300    229.777 0.340   
201.71579200    -47.67191700    241.569 0.532   
201.63062500    -47.67986100    227.334 0.550   
201.55325000    -47.94047200    227.219 0.838   
201.62516700    -47.83827800    231.042 0.583   
201.79054200    -47.64608300    247.999 0.557   
201.88233300    -47.96869400    236.558 0.400   
201.84295800    -47.77838900    238.372 0.822   
201.88270800    -47.68900000    252.891 0.323   
201.68300000    -47.68158300    231.950 0.448   
201.59858300    -47.71177800    230.568 0.548   
201.66529200    -47.83113900    231.181 0.474   
201.80841700    -47.65366700    234.723 0.441   
201.76708300    -47.73777800    230.613 0.508   
201.92087500    -47.79925000    235.054 0.333   
201.52304200    -47.88208300    228.874 0.611   
201.69641700    -47.74627800    238.625 1.117   
201.56758300    -47.70350000    233.379 0.618   
201.63991700    -47.71966700    239.677 0.491   
201.87958300    -47.98225000    227.984 0.470   
201.67954200    -47.72630600    253.119 0.413   
201.88370800    -47.83777800    223.133 0.371   
201.71991700    -47.73902800    246.769 0.503   
201.74504200    -47.65416700    247.172 0.418   
201.72641700    -47.76808300    238.686 0.518   
201.73879200    -47.76580600    237.800 0.436   
201.89129200    -47.92255600    241.178 0.244   
201.68825000    -47.64188900    229.467 0.546   
201.85016700    -47.86747200    235.610 0.587   
201.94604200    -47.72322200    231.406 0.359   
201.86000000    -47.73150000    242.877 0.681   
201.65045800    -47.86213900    230.575 0.600   
201.60650000    -47.74813900    239.897 0.643   
201.89895800    -47.72947200    237.517 0.654   
201.71229200    -47.63677800    221.334 0.470   
201.79716700    -47.75836100    232.604 0.791   
202.34299200    -47.85992100    239.782 0.667   
202.36875000    -47.63336200    221.881 0.913   
202.21257500    -47.69871500    235.234 0.350   
200.31563700    -46.96863600    285.250 0.566   
201.69778800    -46.88399100    231.340 0.686   
201.57964600    -46.84177000    229.575 0.666   
202.53224200    -46.86032900    197.406 0.366   
202.74672100    -46.87807500    240.803 0.289   
202.06441700    -48.05156700    283.910 0.424   
201.73384200    -48.14135700    246.115 0.498   
201.64067500    -47.97140900    230.508 0.577   
201.74594600    -48.03923400    228.241 0.847   
201.99285000    -48.16976500    228.343 0.352   
201.27543300    -47.49768100    227.973 0.837   
201.30742500    -47.52533700    217.978 0.414   
201.32498300    -47.55714000    234.679 0.571   
201.28638700    -47.48939900    226.328 0.752   
201.29230400    -47.51375200    234.414 0.453   
201.08975000    -47.64429900    226.066 0.521   
201.12930800    -47.50262800    241.107 0.925   
201.36525800    -47.56880600    245.002 0.424   
201.21013800    -47.54528400    231.781 0.628   
201.33033700    -47.58528500    237.748 0.614   
201.09177100    -47.53953600    220.924 0.671   
201.23534600    -47.74131800    238.330 0.434   
201.24971700    -47.46905500    218.158 0.452   
201.30222100    -47.57484800    245.320 0.665   
201.28865000    -47.50941100    223.511 0.759   
201.69970800    -48.18983300    238.369 0.603   
201.97459200    -47.74075300    236.986 0.841   
202.16055400    -47.64653000    243.882 0.485   
201.93351300    -47.65831000    244.506 0.422   
201.88694600    -47.70005400    233.312 0.666   
202.21047500    -47.67639500    234.666 0.811   
201.62275000    -47.28105600    226.127 0.553   
201.63287500    -47.31377800    225.321 0.401   
201.48170800    -47.26050000    228.873 0.576   
201.60245800    -47.28727800    250.945 0.762   
201.65533300    -47.29266700    227.404 0.602   
201.49320800    -47.14905600    234.415 0.580   
201.41458300    -47.23486100    235.234 0.521   
201.54641700    -47.31127800    226.247 0.675   
201.54904200    -47.23811100    243.394 0.373   
201.52462500    -47.20511100    229.245 0.789   
201.77800000    -47.20119400    232.541 0.679   
201.50812500    -47.14238900    227.428 0.784   
201.60875000    -47.31450000    231.950 1.134   
201.39516700    -47.14133300    221.868 0.786   
201.56925000    -47.33302800    222.296 0.486   
201.47066700    -47.21866700    228.089 0.674   
201.62254200    -47.22166700    243.332 0.738   
201.49212500    -47.13866700    233.985 0.431   
201.50429200    -47.28647200    225.654 0.547   
201.58141700    -47.27625000    228.770 0.523   
201.55450000    -47.21413900    230.359 0.526   
201.55516700    -47.29938900    230.737 0.618   
201.49862500    -47.29663900    217.376 0.430   
201.46204200    -47.04797200    227.154 0.473   
201.51170800    -46.98733300    227.455 0.693   
201.51679200    -47.12480600    239.521 0.441   
201.70175000    -47.50290000    200.838 0.175   
201.54885000    -47.47451000    214.843 0.181   
201.56741000    -47.51552000    219.638 0.394   
201.70705000    -47.42538000    255.741 0.246   
201.56077000    -47.35629000    240.671 0.351   
201.83384000    -47.50767000    266.765 0.166   
201.60477000    -47.48052000    246.482 0.359   
201.69224000    -47.48244000    217.769 0.166   
201.77883000    -47.53184000    228.711 0.474   
201.54467000    -47.52223000    224.428 0.503   
201.67204000    -47.53312000    233.122 0.230   
201.53187000    -47.54829000    217.241 0.525   
201.55206000    -47.48144000    231.155 0.262   
201.84578000    -47.42179000    232.007 0.438   
201.61732000    -47.48773000    245.175 0.210   
201.81686000    -47.59584000    247.283 0.226   
201.81738000    -47.51784000    223.697 0.483   
201.77468000    -47.45082000    240.349 0.389   
201.74808000    -47.43848000    219.693 0.184   
201.63413000    -47.45323000    218.823 0.295   
201.81601000    -47.46516000    239.138 0.913   
201.63587000    -47.45847000    234.756 0.258   
201.76083000    -47.55169000    232.182 0.382   
201.73647000    -47.34791000    227.106 0.246   
201.77340000    -47.56271000    234.743 0.441   
201.65641000    -47.49286000    251.390 0.147   
201.88523000    -47.55208000    254.764 0.122   
201.66964000    -47.55210000    214.819 0.383   
201.77034000    -47.43624000    224.215 0.229   
201.50672000    -47.55158000    224.759 2.719   
201.72900000    -47.40611000    248.010 0.284   
201.65578000    -47.58459000    226.548 0.629   
201.85831000    -47.51654000    261.330 0.214   
201.45277000    -47.47640000    227.283 0.429   
201.65531000    -47.47521000    249.350 0.155   
201.60456000    -47.48331000    225.849 0.381   
201.66374000    -47.34294000    216.066 0.362   
201.61864000    -47.55506000    242.066 0.429   
201.73669000    -47.44745000    250.281 0.318   
201.72295000    -47.53927000    229.012 0.474   
201.51051000    -47.47491000    226.250 0.265   
201.66790000    -47.44827000    219.339 0.138   
201.87043000    -47.36085000    246.084 0.863   
201.90291000    -47.35418000    248.624 0.193   
201.82783000    -47.51408000    220.352 0.309   
201.63784000    -47.51666000    213.883 0.569   
201.47395000    -47.51814000    237.997 0.227   
201.61999000    -47.53403000    237.446 0.223   
201.69116000    -47.44547000    227.382 0.836   
201.65010000    -47.44167000    229.725 0.544   
201.61736000    -47.39451000    239.052 0.659   
201.62202000    -47.41175000    220.118 0.476   
201.67955000    -47.44405000    219.197 0.338   
201.73474000    -47.48754000    249.629 0.466   
201.63030000    -47.45996000    218.385 0.616   
201.67479000    -47.49119000    211.414 0.170   
201.73159000    -47.57311000    214.970 0.412   
201.44647000    -47.46954000    227.133 0.214   
201.53785000    -47.45534000    236.839 0.358   
201.62719000    -47.57435000    224.632 0.874   
201.64892000    -47.50637000    241.802 0.284   
201.90436000    -47.37572000    229.809 0.650   
201.73826000    -47.36857000    223.692 0.280   
201.53052000    -47.46973000    220.357 0.301   
201.78526000    -47.53029000    247.496 0.388   
201.51840000    -47.42072000    239.405 0.214   
201.66700000    -47.60256000    245.045 0.749   
201.60850000    -47.50371000    234.280 0.806   
201.70916000    -47.44411000    239.875 0.351   
201.60079000    -47.51605000    231.930 0.575   
201.61377000    -47.47512000    228.707 0.458   
201.76541000    -47.41051000    248.866 0.237   
201.62354000    -47.61699000    228.516 0.806   
201.69847000    -47.55869000    224.328 0.494   
201.60962000    -47.42213000    222.110 0.573   
201.73037000    -47.47060000    239.989 1.025   
201.66551000    -47.48779000    230.884 0.332   
201.67262000    -47.50345000    211.743 0.256   
201.72434000    -47.57343000    207.955 0.281   
201.43823000    -47.54390000    215.993 0.370   
201.72950000    -47.37413000    218.205 0.704   
201.72893000    -47.50410000    221.499 0.359   
201.75152000    -47.56479000    237.438 0.231   
201.53918000    -47.46416000    234.127 0.194   
201.65497000    -47.54059000    243.025 0.209   
201.66605000    -47.51855000    230.733 1.098   
201.66248000    -47.44625000    251.564 0.233   
201.74863000    -47.46866000    245.375 1.157   
201.67679000    -47.56945000    221.066 0.377   
201.54213000    -47.42509000    236.707 0.564   
201.76025000    -47.51733000    248.338 0.432   
201.67078000    -47.51027000    230.758 0.915   
201.71356000    -47.58559000    241.775 0.338   
201.73943000    -47.49296000    238.646 0.438   
201.86840000    -47.63689000    228.348 0.208   
201.49475000    -47.60266000    233.399 1.126   
201.72316000    -47.53278000    223.515 1.145   
201.84969000    -47.40951000    224.831 0.538   
201.71401000    -47.52197000    249.262 0.799   
201.49607000    -47.42414000    226.802 0.234   
201.62265000    -47.36922000    209.140 0.134   
201.75256000    -47.45282000    242.199 1.000   
201.80921000    -47.51075000    244.208 0.357   
201.57405000    -47.62041000    230.913 0.094   
201.70331000    -47.44693000    213.974 0.341   
201.57874000    -47.44507000    225.636 1.081   
201.75716000    -47.39748000    227.437 0.262   
201.64001000    -47.45909000    199.909 0.520   
201.82471000    -47.38924000    236.640 0.263   
201.70092000    -47.49966000    206.017 0.465   
201.73308000    -47.37253000    230.019 0.523   
201.60905000    -47.41079000    216.596 0.331   
201.51834000    -47.41683000    209.108 0.377   
201.78771000    -47.52740000    260.365 0.308   
201.83155000    -47.55249000    266.256 0.167   
201.68418000    -47.58848000    236.879 0.280   
201.68569000    -47.60898000    215.945 0.431   
201.66872000    -47.47689000    250.689 1.213   
201.65349000    -47.51381000    254.989 1.237   
201.55358000    -47.48605000    207.715 0.397   
201.83370000    -47.53497000    232.482 0.231   
201.66223000    -47.48386000    243.050 0.926   
201.90041000    -47.40054000    232.227 0.444   
201.72886000    -47.35137000    221.808 0.405   
201.68650000    -47.40535000    237.818 0.926   
201.69151000    -47.53932000    237.858 0.278   
201.74344000    -47.53725000    257.365 0.632   
201.72058000    -47.39205000    251.709 0.561   
201.44140000    -47.46736000    226.980 0.472   
201.75489000    -47.50168000    237.558 0.480   
201.65067000    -47.51472000    207.205 0.375   
201.73748000    -47.52862000    259.516 0.306   
201.70301000    -47.58724000    237.973 0.356   
201.76488000    -47.44406000    236.127 0.303   
201.74995000    -47.47590000    259.989 0.378   
201.75512000    -47.57257000    238.306 1.312   
201.70459000    -47.46167000    206.545 0.246   
201.93437000    -47.43197000    249.035 0.204   
201.76429000    -47.46060000    238.710 0.553   
201.76974000    -47.42428000    232.759 0.180   
201.64222000    -47.43914000    246.892 1.656   
201.63250000    -47.44255000    241.525 0.155   
201.73055000    -47.42879000    243.363 1.473   
201.67150000    -47.45893000    216.480 0.484   
201.56356000    -47.50674000    236.245 0.290   
201.74627000    -47.49712000    224.946 0.822   
201.84828000    -47.46860000    234.514 0.846   
201.62680000    -47.35917000    242.174 0.564   
201.72694000    -47.44002000    261.059 0.419   
201.73449000    -47.55849000    237.548 0.467   
201.81363000    -47.47746000    241.459 0.351   
201.92044000    -47.54116000    215.528 0.419   
201.77235000    -47.47016000    256.687 0.336   
201.84490000    -47.36546000    236.959 0.267   
201.67162000    -47.52882000    218.202 0.328   
201.68844000    -47.49594000    248.155 0.900   
201.66880000    -47.43625000    220.891 0.560   
201.50680000    -47.57489000    227.963 0.730   
201.63708000    -47.53855000    228.020 0.546   
201.63971000    -47.44910000    219.720 1.309   
201.70454000    -47.44857000    261.136 0.341   
201.89409000    -47.47622000    249.277 0.507   
201.67533000    -47.48115000    227.969 0.573   
201.54554000    -47.46471000    235.599 0.256   
201.65853000    -47.50608000    228.984 0.263   
201.88374000    -47.47293000    241.869 0.403   
201.50181000    -47.57516000    240.119 0.782   
201.74289000    -47.52561000    240.637 0.643   
201.68280000    -47.46172000    224.464 1.652   
201.75499000    -47.34464000    232.435 1.561   
201.76487000    -47.50745000    223.708 0.801   
201.78229000    -47.50482000    257.456 0.300   
201.72093000    -47.42298000    252.891 1.206   
201.64008000    -47.68460000    234.078 0.144   
201.55093000    -47.52359000    241.876 0.830   
201.57891000    -47.48053000    207.705 0.287   
201.74793000    -47.39282000    218.475 0.235   
201.67809000    -47.48871000    223.537 0.617   
201.94361000    -47.42367000    251.443 0.281   
201.65775000    -47.49682000    227.484 0.207   
201.73748000    -47.45755000    233.599 0.919   
201.77287000    -47.62651000    233.866 0.510   
201.64528000    -47.56968000    234.259 1.472   
201.64884000    -47.48632000    206.033 0.258   
201.64935000    -47.47014000    238.299 0.897   
201.65752000    -47.52439000    253.496 0.733   
201.71166000    -47.55097000    228.098 0.730   
201.75156000    -47.53438000    251.564 0.288   
201.71755000    -47.43268000    240.234 0.614   
201.67093000    -47.54712000    240.888 0.884   
201.51691000    -47.50988000    212.200 0.273   
201.82817000    -47.51176000    247.321 0.407   
201.72247000    -47.60966000    231.770 1.141   
201.75328000    -47.42146000    238.898 1.020   
201.72081000    -47.52193000    236.876 0.364   
201.65712000    -47.42738000    218.398 0.307   
201.74845000    -47.45021000    249.831 0.249   
201.72696000    -47.52772000    220.346 0.309   
201.81717000    -47.52238000    230.730 0.235   
201.71899000    -47.53577000    239.117 0.551   
201.69258000    -47.52794000    238.056 0.204   
201.69176000    -47.44286000    200.509 0.356   
201.57003000    -47.47866000    236.373 0.433   
201.86066000    -47.50892000    241.685 0.638   
201.65918000    -47.54726000    252.809 0.492   
201.73738000    -47.50678000    226.902 0.552   
201.65176000    -47.50884000    239.930 0.875   
201.78117000    -47.41651000    246.203 0.443   
201.87631000    -47.48934000    239.627 0.162   
201.67314000    -47.43869000    216.661 0.227   
201.75494000    -47.41111000    229.853 0.771   
201.56920000    -47.34613000    229.400 0.445   
201.62849000    -47.41436000    225.535 0.696   
201.60177000    -47.48300000    238.166 0.580   
201.75674000    -47.62896000    240.545 0.419   
201.81381000    -47.44066000    239.760 0.426   
201.83452000    -47.53410000    242.888 0.278   
201.67088000    -47.51443000    244.302 1.360   
201.60187000    -47.49938000    216.053 0.676   
201.66231000    -47.42500000    229.891 0.347   
201.76196000    -47.58086000    241.142 0.261   
201.71592000    -47.52270000    244.157 1.384   
201.63373000    -47.55863000    228.360 0.563   
201.74071000    -47.42220000    244.705 0.429   
201.61116000    -47.59133000    222.489 0.420   
201.62244000    -47.54041000    227.849 1.346   
201.87636000    -47.57052000    242.406 0.539   
201.75198000    -47.41248000    221.354 0.302   
201.69224000    -47.52512000    238.580 0.706   
201.81436000    -47.41899000    224.532 0.427   
201.81850000    -47.54905000    248.596 0.401   
201.68477000    -47.52241000    230.808 0.427   
201.82862000    -47.47190000    225.250 0.812   
201.88776000    -47.43659000    239.936 0.769   
201.57637000    -47.37446000    239.485 0.281   
201.72785000    -47.52223000    230.779 0.025   
201.71631000    -47.39629000    230.084 0.387   
201.90303000    -47.51419000    240.880 0.488   
201.65437000    -47.45710000    235.689 0.536   
201.85010000    -47.51380000    235.039 0.415   
201.74631000    -47.52541000    241.675 0.434   
201.50325000    -47.53400000    235.805 0.263   
201.70549000    -47.56408000    229.709 0.841   
201.46699000    -47.61581000    242.430 0.242   
201.70255000    -47.54912000    231.245 0.382   
201.50086000    -47.56420000    226.368 0.787   
201.65023000    -47.57686000    256.386 0.364   
201.61969000    -47.48749000    236.511 0.031   
201.80509000    -47.45571000    262.119 0.198   
201.73247000    -47.38308000    247.005 0.585   
201.66041000    -47.48923000    232.074 0.945   
201.57867000    -47.51871000    228.575 0.416   
201.55119000    -47.63398000    235.700 0.353   
201.84120000    -47.52330000    257.274 0.186   
201.61724000    -47.56361000    236.176 0.437   
201.70267000    -47.53186000    250.175 0.543   
201.53656000    -47.47198000    243.837 0.410   
201.64803000    -47.44400000    232.543 0.467   
201.73300000    -47.58848000    245.932 0.440   
201.65318000    -47.50621000    202.798 0.085   
201.78289000    -47.49137000    232.460 0.281   
201.60904000    -47.51060000    234.610 0.346   
201.65220000    -47.51147000    204.701 0.191   
201.62197000    -47.51919000    238.576 1.093   
201.80755000    -47.49449000    233.059 0.274   
201.75134000    -47.46130000    226.893 1.487   
201.71323000    -47.41439000    252.315 1.179   
201.71143000    -47.61694000    228.320 1.203   
201.53294000    -47.48843000    223.786 0.661   
201.45277000    -47.48423000    229.547 0.450   
201.63995000    -47.48853000    239.827 0.826   
201.83738000    -47.49594000    228.599 0.349   
201.74680000    -47.47780000    260.457 0.311   
201.42755000    -47.46804000    232.777 0.994   
201.71476000    -47.51088000    200.954 0.663   
201.72791000    -47.53427000    258.082 0.346   
201.53710000    -47.35425000    235.056 0.268   
201.94347000    -47.45421000    238.928 0.526   
201.42082000    -47.44625000    219.987 0.383   
201.69693000    -47.57001000    228.243 1.256   
201.93749000    -47.47421000    248.769 0.508   
201.60119000    -47.45246000    249.300 0.526   
201.73181000    -47.58485000    225.789 0.452   
201.90067000    -47.41921000    234.947 0.222   
201.67587000    -47.43307000    228.693 0.772   
201.84986000    -47.39813000    233.345 0.252   
201.60978000    -47.42614000    218.319 0.459   
201.78011000    -47.47929000    222.787 0.375   
201.97625000    -47.55429000    240.573 0.354   
201.63964000    -47.42963000    242.255 0.266   
201.48389000    -47.48721000    220.339 0.439   
201.85092000    -47.57241000    237.502 0.949   
201.71859000    -47.49189000    210.012 0.032   
201.65207000    -47.47091000    247.517 0.318   
201.43643000    -47.42035000    234.341 0.295   
201.52711000    -47.53612000    227.008 0.258   
201.78692000    -47.50603000    256.643 0.363   
201.49226000    -47.40418000    229.989 0.432   
201.70106000    -47.54474000    234.788 0.818   
201.68014000    -47.47549000    223.072 0.306   
201.63085000    -47.40520000    228.152 0.065   
201.68893000    -47.50708000    244.905 0.480   
201.66133000    -47.42942000    250.047 0.320   
201.67020000    -47.61299000    227.543 0.244   
201.57045000    -47.43502000    243.191 0.226   
201.54472000    -47.48102000    227.849 0.364   
201.70041000    -47.49194000    271.339 1.095   
201.63047000    -47.50741000    240.222 0.922   
201.68418000    -47.44862000    213.160 0.036   
201.66370000    -47.58827000    237.458 0.279   
201.66985000    -47.54969000    235.192 0.431   
201.70154000    -47.42340000    228.257 0.949   
201.61239000    -47.54352000    215.101 0.382   
201.63245000    -47.44391000    224.014 0.130   
201.82117000    -47.50610000    227.110 0.282   
201.63445000    -47.51555000    228.347 1.654   
201.73316000    -47.68661000    238.332 0.369   
