255	13 28 28.29	-47 27 42.6	255	228.5893	0.5071	11.613	11.081	11.011	202.11787	-47.46182
256	13 27 33.95	-47 55 21.5	256	241.1780	0.2436	11.642	11.026	10.925	201.89145	-47.92263
257	13 28 20.57	-47 23 42.7	257	233.0706	0.7260	11.644	11.101	11.044	202.08569	-47.39519
258	13 28 40.40	-47 30 22.4	258	226.7388	0.3999	11.780	11.236	11.122	202.16833	-47.50622
259	13 28 38.99	-47 21 32.7	259	234.2784	0.4450	11.859	11.244	11.144	202.16247	-47.35909
260	13 29 38.14	-47 42 27.4	260	221.7131	0.2557	11.869	11.314	11.187	202.40892	-47.70762
261	13 26 39.94	-47 07 15.4	261	225.6181	0.5197	11.894	11.430	11.300	201.66643	-47.12095
262	13 28 30.05	-47 27 22.5	262	241.3754	0.3214	11.912	11.280	11.205	202.12520	-47.45626
263	13 27 23.95	-46 58 02.8	263	233.1732	0.5740	11.918	11.376	11.278	201.84980	-46.96745
264	13 27 24.20	-47 07 32.1	264	225.1621	0.4410	11.932	11.381	11.259	201.85081	-47.12558
265	13 28 25.94	-47 21 07.9	265	224.4095	0.5620	11.947	11.430	11.318	202.10807	-47.35219
266	13 28 15.20	-47 34 15.6	266	231.0425	0.4170	11.981	11.340	11.230	202.06332	-47.57100
267	13 28 39.15	-47 33 23.1	267	244.8240	0.6240	11.982	11.449	11.343	202.16314	-47.55641
268	13 26 33.81	-47 58 17.4	268	230.5085	0.5770	12.055	11.479	11.366	201.64086	-47.97149
269	13 26 01.98	-47 08 32.5	269	227.4276	0.7840	12.086	11.617	11.511	201.50827	-47.14236
270	13 24 03.54	-46 32 06.0	270	263.9927	0.6310	12.117	11.514	11.436	201.01475	-46.53499
271	13 28 31.45	-47 30 40.7	271	232.3941	0.6060	12.118	11.600	11.519	202.13104	-47.51131
272	13 28 24.29	-47 27 23.7	272	223.2757	0.6050	12.123	11.571	11.507	202.10121	-47.45658
273	13 29 17.65	-47 15 18.6	273	232.8696	0.6400	12.145	11.606	11.517	202.32354	-47.25515
274	13 29 11.58	-47 35 27.9	274	232.8511	0.5820	12.190	11.632	11.510	202.29823	-47.59107
275	13 26 17.26	-47 02 56.2	275	231.6408	0.4448	12.266	11.782	11.643	201.57193	-47.04894
276	13 28 33.17	-47 21 59.0	276	241.6463	0.5250	12.286	11.721	11.634	202.13820	-47.36638
277	13 27 50.57	-47 05 54.0	277	236.1678	0.4940	12.307	11.835	11.688	201.96072	-47.09832
278	13 28 35.98	-47 43 36.1	278	238.6164	0.2743	12.318	11.762	11.641	202.14992	-47.72669
279	13 29 34.60	-47 36 31.4	279	238.0411	0.6970	12.334	11.813	11.669	202.39416	-47.60873
280	13 26 47.58	-46 53 04.1	280	231.3401	0.6860	12.353	11.833	11.727	201.69827	-46.88446
281	13 28 24.21	-47 05 19.7	281	221.8254	0.4670	12.366	11.823	11.710	202.10088	-47.08881
282	13 28 16.61	-47 13 35.8	282	228.5199	0.6690	12.389	11.876	11.789	202.06922	-47.22661
283	13 29 01.39	-47 43 17.5	283	234.0980	0.4204	12.402	11.875	11.781	202.25581	-47.72152
284	13 28 31.49	-47 38 53.9	284	228.5078	0.2756	12.408	11.830	11.711	202.13119	-47.64832
285	13 29 22.28	-47 51 35.6	285	239.7821	0.6670	12.418	11.911	11.850	202.34285	-47.85990
286	13 28 15.36	-47 21 53.0	286	222.6016	0.5950	12.426	11.930	11.804	202.06399	-47.36471
287	13 30 07.35	-46 51 39.0	287	197.4056	0.3660	12.434	11.906	11.849	202.53061	-46.86083
288	13 27 49.98	-47 07 26.6	288	242.7770	0.5860	12.441	11.944	11.807	201.95824	-47.12406
289	13 28 15.47	-48 03 07.0	289	283.9103	0.4240	12.454	11.846	11.765	202.06448	-48.05195
290	13 26 19.29	-46 50 32.8	290	229.5749	0.6660	12.476	11.980	11.889	201.58037	-46.84246
291	13 28 27.39	-47 28 43.2	291	232.4519	0.5250	12.477	11.937	11.797	202.11413	-47.47865
292	13 28 30.85	-47 23 10.4	292	243.7916	0.6360	12.502	11.958	11.885	202.12855	-47.38622
293	13 28 51.04	-47 41 55.0	293	235.2337	0.3500	12.507	11.921	11.838	202.21268	-47.69860
294	13 29 07.12	-47 27 48.6	294	237.3280	0.4388	12.514	12.050	11.927	202.27968	-47.46351
295	13 28 42.65	-47 21 13.6	295	233.9450	0.4900	12.542	12.014	11.900	202.17772	-47.35378
296	13 28 17.92	-47 28 36.4	296	232.9285	0.7580	12.545	12.041	11.930	202.07467	-47.47677
297	13 28 22.04	-47 30 04.1	297	239.0335	0.4270	12.546	12.066	11.894	202.09185	-47.50113
298	13 28 20.70	-47 37 32.1	298	250.9274	0.3184	12.554	11.993	11.884	202.08624	-47.62558
299	13 27 11.18	-47 02 31.0	299	230.9391	0.4518	12.560	12.060	11.932	201.79658	-47.04195
300	13 26 02.90	-46 59 15.1	300	227.4550	0.6930	12.594	12.081	11.941	201.51207	-46.98754
301	13 26 53.06	-47 03 18.7	301	234.8823	0.7361	12.607	12.206	12.086	201.72107	-47.05519
302	13 26 12.82	-47 56 25.8	302	227.2192	0.8380	12.642	12.176	12.071	201.55343	-47.94051
303	13 25 34.34	-47 09 09.6	303	218.8114	0.4467	12.643	12.117	12.014	201.39310	-47.15265
304	13 26 56.18	-48 08 30.5	304	246.1151	0.4975	12.781	12.280	12.150	201.73408	-48.14182
305	13 30 58.50	-46 52 42.2	305	240.8032	0.2890	12.978	12.386	12.284	202.74373	-46.87838
306	13 28 50.54	-47 40 34.6	306	234.6658	0.8110	13.044	12.533	12.445	202.21058	-47.67627
307	13 27 53.48	-47 02 47.4	307	229.0771	0.5350	13.051	12.527	12.476	201.97284	-47.04649
308	13 26 56.00	-47 08 13.8	308	229.2278	0.5730	13.113	12.643	12.505	201.73335	-47.13716
309	13 28 25.36	-47 09 35.5	309	224.3763	0.4880	13.123	12.567	12.531	202.10566	-47.15986
310	13 26 48.00	-48 11 25.6	310	238.3694	0.6033	13.220	12.707	12.676	201.69999	-48.19044
311	13 27 58.24	-47 00 53.8	311	226.4656	0.7070	13.226	12.716	12.624	201.99267	-47.01494
312	13 29 28.49	-47 37 59.3	312	221.8806	0.9130	13.267	12.794	12.645	202.36873	-47.63315
313	13 21 15.37	-46 58 13.4	313	285.2500	0.5660	13.295	12.742	12.692	200.31402	-46.97038
314	13 25 34.88	-47 08 28.7	314	221.8675	0.7860	13.312	12.835	12.755	201.39534	-47.14131
315	13 28 22.18	-47 30 19.6	315	244.3608	0.5400	13.325	12.830	12.717	202.09243	-47.50543
316	13 26 59.07	-48 02 22.0	316	228.2410	0.8470	13.392	12.873	12.835	201.74614	-48.03944
317	13 28 25.17	-47 27 12.2	317	245.2774	0.9930	13.424	12.919	12.866	202.10487	-47.45338
318	13 26 42.42	-47 01 49.3	318	233.8529	0.9690	13.539	13.087	12.997	201.67674	-47.03036
