0.005000	 10.956251
0.010000	 12.141453
0.015000	 12.837198
0.020000	 13.308893
0.025000	 13.649906
0.030000	 13.905032
0.035000	 14.099489
0.040000	 14.248965
0.045000	 14.363911
0.050000	 14.451648
0.055000	 14.517506
0.060000	 14.565484
0.065000	 14.598659
0.070000	 14.619442
0.075000	 14.629761
0.080000	 14.631177
0.085000	 14.624967
0.090000	 14.612194
0.095000	 14.593744
0.100000	 14.570365
0.105000	 14.542695
0.110000	 14.511279
0.115000	 14.476584
0.120000	 14.439017
0.125000	 14.398931
0.130000	 14.356635
0.135000	 14.312397
0.140000	 14.266458
0.145000	 14.219025
0.150000	 14.170287
0.155000	 14.120407
0.160000	 14.069534
0.165000	 14.017798
0.170000	 13.965318
0.175000	 13.912198
0.180000	 13.858533
0.185000	 13.804409
0.190000	 13.749902
0.195000	 13.695080
0.200000	 13.640007
0.205000	 13.584738
0.210000	 13.529325
0.215000	 13.473814
0.220000	 13.418247
0.225000	 13.362661
0.230000	 13.307092
0.235000	 13.251569
0.240000	 13.196122
0.245000	 13.140776
0.250000	 13.085555
0.255000	 13.030480
0.260000	 12.975569
0.265000	 12.920841
0.270000	 12.866310
0.275000	 12.811993
0.280000	 12.757900
0.285000	 12.704044
0.290000	 12.650435
0.295000	 12.597083
0.300000	 12.543997
0.305000	 12.491183
0.310000	 12.438649
0.315000	 12.386401
0.320000	 12.334444
0.325000	 12.282783
0.330000	 12.231422
0.335000	 12.180365
0.340000	 12.129615
0.345000	 12.079174
0.350000	 12.029045
0.355000	 11.979229
0.360000	 11.929729
0.365000	 11.880546
0.370000	 11.831680
0.375000	 11.783132
0.380000	 11.734902
0.385000	 11.686991
0.390000	 11.639399
0.395000	 11.592124
0.400000	 11.545168
0.405000	 11.498529
0.410000	 11.452206
0.415000	 11.406199
0.420000	 11.360507
0.425000	 11.315127
0.430000	 11.270060
0.435000	 11.225304
0.440000	 11.180857
0.445000	 11.136717
0.450000	 11.092884
0.455000	 11.049355
0.460000	 11.006129
0.465000	 10.963204
0.470000	 10.920577
0.475000	 10.878248
0.480000	 10.836214
0.485000	 10.794473
0.490000	 10.753024
0.495000	 10.711863
0.505000	   -nan
0.510000	   -nan
0.515000	   -nan
0.520000	   -nan
0.525000	   -nan
0.530000	   -nan
0.535000	   -nan
0.540000	   -nan
0.545000	   -nan
0.550000	   -nan
0.555000	   -nan
0.560000	   -nan
0.565000	   -nan
0.570000	   -nan
0.575000	   -nan
0.580000	   -nan
0.585000	   -nan
0.590000	   -nan
0.595000	   -nan
0.600000	   -nan
0.605000	   -nan
0.610000	   -nan
0.615000	   -nan
0.620000	   -nan
0.625000	   -nan
0.630000	   -nan
0.635000	   -nan
0.640000	   -nan
0.645000	   -nan
0.650000	   -nan
0.655000	   -nan
0.660000	   -nan
0.665000	   -nan
0.670000	   -nan
0.675000	   -nan
0.680000	   -nan
0.685000	   -nan
0.690000	   -nan
0.695000	   -nan
0.700000	   -nan
0.705000	   -nan
0.710000	   -nan
0.715000	   -nan
0.720000	   -nan
0.725000	   -nan
0.730000	   -nan
0.735000	   -nan
0.740000	   -nan
0.745000	   -nan
0.750000	   -nan
0.755000	   -nan
0.760000	   -nan
0.765000	   -nan
0.770000	   -nan
0.775000	   -nan
0.780000	   -nan
0.785000	   -nan
0.790000	   -nan
0.795000	   -nan
0.800000	   -nan
0.805000	   -nan
0.810000	   -nan
0.815000	   -nan
0.820000	   -nan
0.825000	   -nan
0.830000	   -nan
0.835000	   -nan
0.840000	   -nan
0.845000	   -nan
0.850000	   -nan
0.855000	   -nan
0.860000	   -nan
0.865000	   -nan
0.870000	   -nan
0.875000	   -nan
0.880000	   -nan
0.885000	   -nan
0.890000	   -nan
0.895000	   -nan
0.900000	   -nan
0.905000	   -nan
0.910000	   -nan
0.915000	   -nan
0.920000	   -nan
0.925000	   -nan
0.930000	   -nan
0.935000	   -nan
0.940000	   -nan
0.945000	   -nan
0.950000	   -nan
0.955000	   -nan
0.960000	   -nan
0.965000	   -nan
0.970000	   -nan
0.975000	   -nan
0.980000	   -nan
0.985000	   -nan
0.990000	   -nan
0.995000	   -nan
1.000000	 0.000000
1.005000	 7.670521
1.010000	 7.649096
1.015000	 7.627788
1.020000	 7.606599
1.025000	 7.585526
1.030000	 7.564568
1.035000	 7.543725
1.040000	 7.522996
1.045000	 7.502380
1.050000	 7.481876
1.055000	 7.461482
1.060000	 7.441199
1.065000	 7.421026
1.070000	 7.400960
1.075000	 7.381002
1.080000	 7.361151
1.085000	 7.341406
1.090000	 7.321766
1.095000	 7.302230
1.100000	 7.282797
1.105000	 7.263467
1.110000	 7.244239
1.115000	 7.225112
1.120000	 7.206085
1.125000	 7.187158
1.130000	 7.168329
1.135000	 7.149598
1.140000	 7.130965
1.145000	 7.112428
1.150000	 7.093986
1.155000	 7.075640
1.160000	 7.057387
1.165000	 7.039229
1.170000	 7.021163
1.175000	 7.003189
1.180000	 6.985307
1.185000	 6.967515
1.190000	 6.949813
1.195000	 6.932201
1.200000	 6.914678
1.205000	 6.897242
1.210000	 6.879895
1.215000	 6.862633
1.220000	 6.845458
1.225000	 6.828369
1.230000	 6.811364
1.235000	 6.794443
1.240000	 6.777606
1.245000	 6.760852
1.250000	 6.744181
1.255000	 6.727591
1.260000	 6.711082
1.265000	 6.694654
1.270000	 6.678306
1.275000	 6.662038
1.280000	 6.645848
1.285000	 6.629737
1.290000	 6.613703
1.295000	 6.597747
1.300000	 6.581867
1.305000	 6.566063
1.310000	 6.550335
1.315000	 6.534682
1.320000	 6.519103
1.325000	 6.503598
1.330000	 6.488167
1.335000	 6.472808
1.340000	 6.457522
1.345000	 6.442308
1.350000	 6.427165
1.355000	 6.412093
1.360000	 6.397092
1.365000	 6.382160
1.370000	 6.367298
1.375000	 6.352505
1.380000	 6.337780
1.385000	 6.323124
1.390000	 6.308534
1.395000	 6.294012
1.400000	 6.279557
1.405000	 6.265167
1.410000	 6.250844
1.415000	 6.236585
1.420000	 6.222392
1.425000	 6.208262
1.430000	 6.194197
1.435000	 6.180195
1.440000	 6.166257
1.445000	 6.152381
1.450000	 6.138567
1.455000	 6.124815
1.460000	 6.111125
1.465000	 6.097495
1.470000	 6.083926
1.475000	 6.070417
1.480000	 6.056968
1.485000	 6.043579
1.490000	 6.030248
1.495000	 6.016977
1.500000	 6.003763
1.505000	 5.990607
1.510000	 5.977509
1.515000	 5.964468
1.520000	 5.951483
1.525000	 5.938555
1.530000	 5.925683
1.535000	 5.912867
1.540000	 5.900106
1.545000	 5.887399
1.550000	 5.874748
1.555000	 5.862150
1.560000	 5.849607
1.565000	 5.837117
1.570000	 5.824680
1.575000	 5.812296
1.580000	 5.799965
1.585000	 5.787686
1.590000	 5.775458
1.595000	 5.763283
1.600000	 5.751158
1.605000	 5.739084
1.610000	 5.727061
1.615000	 5.715088
1.620000	 5.703165
1.625000	 5.691292
1.630000	 5.679468
1.635000	 5.667693
1.640000	 5.655967
1.645000	 5.644289
1.650000	 5.632659
1.655000	 5.621077
1.660000	 5.609543
1.665000	 5.598056
1.670000	 5.586616
1.675000	 5.575222
1.680000	 5.563875
1.685000	 5.552574
1.690000	 5.541319
1.695000	 5.530109
1.700000	 5.518945
1.705000	 5.507825
1.710000	 5.496750
1.715000	 5.485720
1.720000	 5.474734
1.725000	 5.463792
1.730000	 5.452893
1.735000	 5.442038
1.740000	 5.431226
1.745000	 5.420457
1.750000	 5.409730
1.755000	 5.399046
1.760000	 5.388404
1.765000	 5.377804
1.770000	 5.367246
1.775000	 5.356728
1.780000	 5.346252
1.785000	 5.335817
1.790000	 5.325423
1.795000	 5.315069
1.800000	 5.304755
1.805000	 5.294481
1.810000	 5.284247
1.815000	 5.274053
1.820000	 5.263897
1.825000	 5.253781
