0.231884057971  16.6178486254
0.596273291925  16.6864009225
0.801242236025  16.7192258301
0.824016563147  16.6972049689
0.946997929607  16.7263935844
1.02443064182   16.7584846817
1.05175983437   16.7744647116
1.21118012422   16.8006984302
1.27039337474   16.8548365962
1.35693581781   16.8236889693
1.3751552795    16.845945698
1.47991718427   16.8908522683
1.49813664596   16.8782988705
1.58923395445   16.9104685903
1.65300207039   16.9234937233
1.76231884058   16.9779201719
1.78053830228   17.0096705716
1.81697722567   17.0193739026
1.93995859213   17.1624865687
1.95817805383   17.2005660822
2.02194616977   17.2863760254
2.08115942029   17.368995204
2.08115942029   17.4132990015
2.09937888199   17.4323911733
2.1768115942    17.5752417643
2.24968944099   17.781357287
