265.2403222	-53.680596	8.73241139	7.5733555785
265.243         -53.6794        20.67603859	2.6125580437
265.247         -53.6793        19.24304601	0.8393204283
265.242         -53.6792        18.71258088	5.5183255254
265.257         -53.6788        14.83043132	1.6602228474
265.258         -53.6779        13.09975376	5.8935164309
265.258         -53.6776        21.03050666	5.0844491702
265.259         -53.6773        16.72084333	2.9284286718
265.25          -53.6766        20.7798188	2.6355856366
265.255         -53.676         21.08412155	2.1891847805
265.254         -53.6754        10.73119737	1.3142461685
265.25          -53.6747        21.2407462495	3.0544631264
265.245         -53.6937        23.84357696	5.934138594
265.246         -53.6923        16.67665583	2.6069820851
265.239         -53.6893        17.95467078	1.912670153
265.243         -53.6879        16.58106345	1.8531147945
265.261         -53.6823        25.69273142	7.5776598271
265.254         -53.6806        -16.15367222	1.1335709209
265.256         -53.6801        16.29482304	2.4978478665
265.25          -53.6799        12.96125692	2.6253394835
265.254         -53.6764        19.3817714	4.6403132209
265.245         -53.6943        17.11019282	7.1517999768
265.244         -53.6928        13.1419412	5.9019428667
265.242         -53.6919        15.46842372	6.8974436263
265.24          -53.6914        17.46541428	5.4202650628
265.241         -53.6913        11.02049842	5.4824221444
265.258         -53.6912        26.17606162	4.0674214972
265.258         -53.6903        20.93748441	4.5428568803
265.244         -53.6895        21.93602587	4.3160678359
265.24          -53.6894        11.5132154	3.5998912185
265.256         -53.6893        12.33911092	4.4901691011
265.257         -53.6886        10.03597758	5.1910944333
265.255         -53.6886        10.51950558	4.2259798903
265.237         -53.6881        16.04091991	4.8146969424
265.244         -53.6881        13.87449697	3.8487420765
265.258         -53.6877        29.16467061	5.322744521
265.246         -53.6876        15.92793861	1.5672066922
265.264         -53.6875        22.47295147	1.9005028049
265.243         -53.6874        26.66382849	3.4303833846
265.245         -53.687         18.96311318	2.6994908831
265.248         -53.6869        -16.22516185	4.589430737
265.236         -53.6866        33.40299101	6.4317803752
265.243         -53.6869        105.46714076	2.1716152414
265.241         -53.6863        -159.74350835	2.875074413
265.245         -53.6863        20.12155842	3.3331435074
265.267         -53.6859        36.59969589	4.1768660377
265.266         -53.6858        18.65108877	3.4698536484
265.253         -53.6853        18.44015046	4.2769302149
265.255         -53.685         22.23625645	3.4471254368
265.267         -53.6846        -9.7083781	14.5113639245
265.248         -53.6841        12.97054592	2.5259324926
265.258         -53.6839        14.69548838	3.6484949692
265.24          -53.6824        13.32187239	4.6306026779
265.252         -53.682         32.72579795	4.5028463601
265.248         -53.6815        22.50173184	6.672170458
265.243         -53.6804        26.57349523	4.2106871339
265.248         -53.6799        19.03252972	7.4557955816
265.26          -53.679         16.36115563	6.0535177156
265.249         -53.6783        12.18691876	4.1251514317
265.25          -53.6782        -15.88498828	2.9658693798
265.248         -53.6777        18.32228544	5.7752565884
265.248         -53.6768        13.9165261	2.6160117483
265.243         -53.6898        22.23824974	5.1960688542
265.243         -53.688         5.932784	1.5899373844
265.263         -53.6882        23.42586561	1.273380114
265.259         -53.6876        11.18064039	4.1380636851
265.258         -53.6835        10.9785331	4.3415203114
265.25          -53.6827        23.0962977	5.8327134496
265.246         -53.6819        22.23087133	4.2677529597
265.257         -53.6814        26.86294855	5.1156787149
265.262         -53.6798        15.34390417	8.317102862
265.249         -53.6774        64.08171209	4.4240193564
265.243         -53.6768        16.2933182027	1.0175326168
265.248         -53.676         12.30949908	7.3357461349
265.254         -53.6745        14.20505528	6.6629969145
265.253         -53.6739        24.0285390333	1.9440437024
265.244         -53.6923        11.92219769	4.1540389825
265.262         -53.6889        -45.2131408	1.9684524718
265.266         -53.6888        19.20315695	8.6762345214
265.246         -53.6866        24.92368442	2.6942247544
265.252         -53.6832        6.8874408	4.4640232609
265.26          -53.6824        19.67029481	7.1282699394
265.254         -53.6762        15.88868965	2.7252917947
265.24          -53.6885        19.90513359	5.121276293
265.248         -53.6821        11.56133859	4.7817886608
265.259         -53.679         21.99570575	3.7345566948
265.246         -53.6782        15.063616	4.9936378153
265.246         -53.6768        12.6684726064	3.5471883199
265.254         -53.675         11.04743315	4.9742885614
265.254         -53.6749        8.59121531	5.3428996617
265.252         -53.6935        -61.39533328	1.7107839195
265.244         -53.6883        7.76552423	2.919143753
265.247         -53.6771        6.00471153	6.7549637153
265.249         -53.6822        10.8159961	4.6960519115
265.252         -53.6737        13.3770633724	2.2354076645
265.244         -53.6922        -68.29708451	4.488278173
265.256         -53.6893        17.47534729	2.9822621604
265.26          -53.6882        9.86337264	6.178760542
265.244         -53.6881        17.87377436	5.5556052306
265.246         -53.6879        45.64497525	2.4167992722
265.255         -53.6872        -76.84403391	2.815049953
265.253         -53.6868        9.1950006	3.7855467927
265.253         -53.6861        16.07923133	3.282539625
265.252         -53.6857        15.57350704	2.7656902498
265.247         -53.6854        17.55631516	4.2082783814
265.249         -53.6849        23.12481862	3.265905996
265.257         -53.6849        -47.36622993	2.1594639937
265.24          -53.6827        20.18493546	7.4132986259
265.247         -53.6826        23.44627202	3.4268145644
265.249         -53.6822        24.26094627	6.061900001
265.256         -53.6814        -75.6064488	3.9578881662
265.261         -53.681         19.73543023	2.6671582298
265.251         -53.6798        17.20087706	4.9854667979
265.258         -53.6786        12.80499354	3.1946359139
265.246         -53.6784        21.82368431	6.5027424175
265.244         -53.6767        8.8419054026	4.3485583838
265.2376712     -53.6787854     23.77201048	7.8356899968
265.2362382     -53.6787002     -68.27919483	5.8792020465
265.23599       -53.6786735     9.45399454	3.5159584496
265.2344683     -53.6797446     14.54763615	2.7194210239
265.2345061     -53.6747728     15.83486195	5.8458234765
265.2333816     -53.6794948     17.72995126	2.2407927552
265.2331909     -53.6789197     17.26948648	0.9976930731
265.2329132     -53.6780893     102.41806731	1.2356887981
265.2329517     -53.6748079     11.25542285	2.3644197467
265.2322564     -53.6785942     32.98505407	5.4921004608
265.2315565     -53.6763815     19.34594833	7.2837045368
265.2315002     -53.6739268     22.57489178	2.58246406
265.2310003     -53.6756043     -43.61085266	2.5927635777
265.2305093     -53.68042       13.80791742	4.1412334345
265.2307703     -53.6744209     22.71011184	3.1902586892
265.2297762     -53.6807429     19.7074203894	3.9839380647
265.2299995     -53.6793164     20.33385829	2.1568387703
265.2300562     -53.6786929     16.97772348	3.4576559462
265.2301517     -53.6774572     23.07125663	1.6973983155
265.2299821     -53.6767387     15.56739669	2.9758454961
265.2299799     -53.6757338     19.50890654	3.0823690599
265.2284144     -53.6790898     16.8703384443	2.9840685215
265.2275545     -53.6761227     21.07700714	2.3890470173
265.2276201     -53.6741447     13.94706752	3.0196568205
265.2269117     -53.6780578     16.0033466449	2.1452978202
265.2267388     -53.6744712     10.65294918	5.2456617863
265.2262241     -53.6773117     14.55908095	8.6267055746
265.2262466     -53.6769668     18.9721612862	0.9907139135
265.2263772     -53.6745066     16.73784206	5.5574640144
265.2260841     -53.6741823     25.54827225	3.0891895075
265.2252386     -53.6750189     25.64696744	5.3626168032
265.2246107     -53.6749894     7.78451895	5.1080481017
265.2235541     -53.6745444     11.96538811	6.748709217
265.2226994     -53.6738288     8.8667345636	8.4975841298
265.2316804     -53.6729842     11.15288967	2.0230798608
265.2307589     -53.6728422     22.64379389	5.9215460708
265.2292539     -53.6714522     15.75568635	2.6539656981
265.2287137     -53.6728844     11.95985566	5.6872765863
265.228736      -53.6706279     21.80660055	1.5628184275
265.2283741     -53.6721304     -87.51261717	1.2808598911
265.2279075     -53.6722767     20.10389451	2.3194677739
265.2278063     -53.6713525     23.40210791	3.3840609457
265.2273272     -53.6698448     21.81480626	2.5711069766
265.227198      -53.6715408     23.90965654	6.6579745824
265.2270381     -53.6705759     24.52501754	4.8000309801
265.2263533     -53.6732527     15.51673446	2.0284420237
265.2266004     -53.6722194     18.66821273	3.3664265199
265.2262279     -53.6710322     13.41519357	4.3935301091
265.2258364     -53.6729077     17.63477921	3.5669098166
265.2250346     -53.6722829     16.58568009	6.145481243
265.2253318     -53.6683194     41.42817641	3.7453875334
265.2249487     -53.6735128     -10.93012585	3.4269618188
265.2245223     -53.6733783     15.38642024	7.9216370545
265.2244135     -53.6710254     10.35394129	2.3304110626
265.2245533     -53.6704394     19.42913293	4.4680848921
265.2247694     -53.6699909     8.45743678	7.0234006992
265.224658      -53.6672246     -95.70619515	2.358015151
265.2240146     -53.6720561     16.60305017	4.3499620157
265.2239657     -53.6692737     27.26922499	5.8233222731
265.2240628     -53.6668743     22.65964572	5.1822389289
265.2233131     -53.6727591     14.19980795	2.8975089084
265.2234773     -53.671883      21.5563791	2.167362858
265.2228003     -53.668755      22.95737384	3.1787433214
265.2230123     -53.6657793     15.1857575593	1.1336266074
265.222437      -53.6727068     19.23619505	3.8670996033
265.2225596     -53.6719669     12.00499859	3.056642911
265.2223477     -53.6714974     -3.53723776	1.2861723484
265.2224663     -53.6679914     17.95311426	9.3772378331
265.2225321     -53.6664062     16.52394096	5.4750528381
265.2216444     -53.6731158     16.7238053672	3.2826965614
265.221672      -53.6709602     16.79315183	2.164912657
265.2216847     -53.6698027     15.24055373	4.6186117813
265.2211363     -53.6722176     25.0926288156	5.1711865756
265.2212581     -53.6716062     11.58748388	1.1943092132
265.2209977     -53.6701775     9.99084015	3.8110761717
265.2212928     -53.6696253     15.22405059	2.8156115903
265.2213949     -53.6692497     17.78267946	4.9336268436
265.2210521     -53.6674871     16.56513523	2.2888365331
265.2207651     -53.6718906     -59.97407165	2.8581134287
265.2207889     -53.6695308     14.60111707	2.1510688509
265.2207313     -53.6686597     10.41778857	4.4410869119
265.2200023     -53.6698466     20.43388839	1.5282310112
265.21988       -53.6664912     14.4546388951	4.2860302912
265.2191826     -53.6679741     25.7978158091	2.4184177424
265.246         -53.6758        24.55500717	6.065548223
265.238         -53.6761        16.514396	0.7917753004
265.247         -53.6751        -69.85869043	7.1781147347
265.249         -53.6739        22.12942617	4.5511216337
265.243         -53.6737        20.03237838	1.9900657546
265.234         -53.6733        21.65519333	3.1327073332
265.245         -53.6733        25.44339649	5.3142606106
265.235         -53.6731        10.50469426	1.2135145128
265.252         -53.6728        12.66955946	4.3218040466
265.241         -53.6727        7.42544981	6.0500923241
265.235         -53.6721        5.51819575	1.757019525
265.241         -53.6719        21.63605332	5.9278097354
265.243         -53.6717        18.54218827	1.7219804079
265.238         -53.6683        16.70364099	4.2092130724
265.237         -53.6667        17.71156579	2.5462594099
265.225         -53.6667        4.66283997	6.3626206002
265.243         -53.6659        17.33415949	3.0430117756
265.233         -53.6648        17.42730013	1.1367184714
265.247         -53.6756        -45.42560367	3.7914883044
265.24          -53.6751        16.75900234	1.0695437657
265.243         -53.6747        1.27655541	8.7563023075
265.246         -53.6748        23.2469204	7.042209603
265.237         -53.6747        21.27036396	2.6475331685
265.241         -53.6735        12.56315705	4.0265141563
265.248         -53.6735        25.92647774	3.1949494218
265.24          -53.6732        15.69743604	2.3075215101
265.244         -53.673         19.08651435	3.8478502853
265.237         -53.6729        -110.17346496	4.1406182533
265.249         -53.6726        25.34405581	1.5615442893
265.236         -53.6725        17.5104003	4.8412071375
265.238         -53.6718        14.5669824	6.1101554433
265.24          -53.6714        14.88478837	2.2643596747
265.251         -53.6711        23.43707649	3.5417224444
265.25          -53.6708        23.4086982	3.6978738863
265.243         -53.6707        15.18267926	1.0109543693
265.241         -53.6707        -141.42267277	1.7050468042
265.247         -53.6699        21.62720317	4.0293797615
265.231         -53.6696        15.68288033	0.9915910565
265.239         -53.6694        15.90708729	3.2593178622
265.234         -53.6693        9.54013389	4.1557146382
265.237         -53.6691        16.34522501	4.9745603184
265.242         -53.669         12.39910537	2.2188944762
265.236         -53.6684        -91.76862597	2.311521929
265.249         -53.6682        24.18307019	5.872184633
265.234         -53.6676        19.47037968	2.7965890824
265.243         -53.6672        13.7243999	4.7912105509
265.24          -53.6668        16.24835924	0.8067373488
265.232         -53.6665        12.74337073	6.2237935681
265.225         -53.6661        19.43597317	2.2233040565
265.244         -53.6661        16.20670457	2.4603224628
265.238         -53.6654        15.48320185	1.5247551977
265.225         -53.6648        14.7193224494	3.9259330765
265.227         -53.6641        18.4488363596	3.9692987548
265.231         -53.6628        13.5142505939	2.4699196249
265.233         -53.6624        23.5664244457	2.2484334959
265.234         -53.6615        11.2147212101	3.927421599
265.235         -53.6612        16.2305222677	1.210974254
265.239         -53.676         14.36882831	0.9143928034
265.249         -53.6747        15.49717607	1.7331273056
265.244         -53.6746        13.10897922	2.1909458544
265.246         -53.6738        23.18119921	3.9081925981
265.249         -53.6713        22.29985464	5.0138549178
265.245         -53.6693        16.88560178	4.8973264544
265.233         -53.6696        19.50657628	5.4525809757
265.229         -53.6694        18.85866235	1.8990849545
265.248         -53.669         32.31604916	4.6706917598
265.237         -53.6674        24.59038325	3.6250642532
265.231         -53.6638        11.10577842	3.1219765036
265.229         -53.6628        10.684391276	4.1823571912
265.24          -53.6608        46.12638499	1.3487836448
265.239         -53.6593        4.85952129	5.8481072308
265.238         -53.677         14.05467161	1.2827204233
265.237         -53.6764        20.90796233	1.7765643277
265.243         -53.6758        12.48563924	3.2029691347
265.241         -53.6747        -36.23474777	7.5594216605
265.242         -53.6742        13.66205367	5.0116249907
265.233         -53.673         8.46729624	5.1088482582
265.247         -53.6727        21.29040166	1.7103831806
265.233         -53.6725        17.67707608	1.5954090585
265.249         -53.6722        9.70509755	1.6274348541
265.246         -53.6719        18.60687955	7.0707187546
265.235         -53.6715        18.47499882	2.5347730092
265.232         -53.6708        14.97201125	5.9475976969
265.24          -53.6707        29.86274043	6.2443273335
265.242         -53.6704        13.60772561	5.1016337667
265.24          -53.67          15.81205838	2.0095618759
265.25          -53.6698        -46.59052664	1.708577639
265.238         -53.6688        25.98552309	3.8837110542
265.229         -53.6686        15.68682737	1.1017596322
265.227         -53.6684        15.15311254	1.157602301
265.241         -53.6678        17.51337475	1.7743529371
265.231         -53.6677        25.9513749	2.9599619069
265.23          -53.6671        12.95039226	4.7669690063
265.241         -53.667         17.00847308	5.4932989886
265.239         -53.6665        22.1493787	0.9492581431
265.229         -53.6663        7.44954422	5.9866261072
265.228         -53.6663        19.82092297	4.1268091108
265.245         -53.6657        15.53173469	3.4994751707
265.224         -53.6657        19.6589286393	2.6979826202
265.225         -53.6656        11.3016118	3.0778096727
265.233         -53.6656        21.14412224	4.1554949474
265.236         -53.6651        8.13507837	4.8153423273
265.231         -53.665         19.2676044	4.3501870157
265.232         -53.6648        8.7823827	3.9300139677
265.229         -53.6647        23.8359654	3.4083436856
265.234         -53.6645        14.82974266	1.7966171133
265.232         -53.6642        20.19800424	2.932831804
265.237         -53.6642        15.66437149	5.0391165403
265.241         -53.6609        24.60334862	2.445622438
265.238         -53.6599        18.804371095	3.1510456184
265.24          -53.6768        -22.57097396	1.6719828611
265.236         -53.6736        23.12205619	4.4748713536
265.25          -53.6721        6.82509657	6.8080907631
265.243         -53.6712        13.93917635	2.7602729711
265.239         -53.6708        -43.37267384	5.381514742
265.245         -53.6696        24.78725326	6.3797620231
265.245         -53.6691        15.58614098	3.2269008394
265.232         -53.6689        13.02914912	3.3304558659
265.237         -53.6677        13.70043304	3.2178338109
265.228         -53.6656        18.81732059	3.199745903
265.245         -53.6651        16.07449167	5.2930159968
265.241         -53.6647        15.20324974	2.1553431221
265.234         -53.6637        32.06909731	6.9833579226
265.234         -53.6761        17.25431589	1.1325980078
265.242         -53.6747        12.77615333	4.9625586273
265.251         -53.6695        -39.06320655	3.121502103
265.229         -53.668         19.71037129	0.7859171068
265.249         -53.6676        21.02325904	1.1927361455
265.241         -53.6665        12.95857948	4.1309604428
265.236         -53.6639        24.15499378	2.4482015112
265.239         -53.6771        7.07610212	1.3533316909
265.231         -53.6703        22.89317004	3.7121722558
265.244         -53.6693        16.62815587	5.9730858933
265.236         -53.6679        19.82775747	2.40547549
265.231         -53.6658        22.69967092	3.9279176192
265.242         -53.6643        20.61575407	2.0165497457
265.235         -53.663         12.67752253	3.3799618546
265.242         -53.6744        -16.59133336	2.8232752997
265.236         -53.6731        10.09415448	3.3113344024
265.235         -53.6651        29.44671706	3.9181688846
265.235         -53.6628        12.49494485	7.8514284228
265.24          -53.6645        18.19064439	8.7956576319
265.239         -53.6631        22.77529708	0.8380030307
265.239         -53.6634        -84.76680113	9.5981099886
265.232         -53.6815        6.94804011	4.6629895592
265.239         -53.6769        9.75921248	4.1721234171
265.233         -53.6757        20.2548185	5.0982242532
265.244         -53.6743        24.29732258	7.1032279083
265.252         -53.6735        12.17450777	7.7245555512
265.235         -53.6733        28.47169676	3.7235818509
265.248         -53.6734        2.74877462	5.6817055739
265.248         -53.6728        23.00801429	5.408308021
265.245         -53.6726        15.3654415	5.1900867269
265.233         -53.6726        15.96631309	6.0590641483
265.232         -53.672         19.4618694	3.0296904855
265.231         -53.67          19.61763888	5.0208929237
265.25          -53.6699        20.21815967	6.1374068578
265.23          -53.6694        11.19096807	5.5491175205
265.232         -53.6691        29.97969531	8.308079385
265.228         -53.6685        63.42409776	4.2991616828
265.242         -53.6681        21.15624198	3.3911480776
265.232         -53.668         22.59275075	1.885142386
265.236         -53.6676        22.47479368	4.8470589415
265.241         -53.6662        16.97361293	5.061018736
265.234         -53.666         13.2978483	3.5585733607
265.234         -53.6661        10.94822558	6.3788742972
265.238         -53.6661        9.60722065	7.3058538559
265.228         -53.6657        25.80817773	5.7390016078
265.225         -53.6656        28.1506236256	4.2627436291
265.231         -53.6656        19.45575407	5.2848144796
265.242         -53.6651        -143.38348642	3.2760987079
265.241         -53.665         19.72403217	4.5021941818
265.234         -53.6648        8.37880809	3.3454383519
265.243         -53.6647        1.78334931	6.1759497475
265.241         -53.6643        15.45104247	6.9646849214
265.236         -53.6643        23.4694601	7.152137333
265.242         -53.6642        19.16747913	2.6645312942
265.244         -53.663         19.57268799	3.5043398156
265.243         -53.6629        19.68074455	5.0213572466
265.234         -53.6623        -1.61401121	7.6021299339
265.235         -53.6619        10.4239706655	5.0031438073
265.239         -53.6613        4.86180637	14.8979747272
265.236         -53.6606        18.52593331	10.5988412465
265.231         -53.6635        14.30743582	14.0464196512
265.2218444     -53.665275      7.06358897	2.5643550731
265.220986      -53.6652991     24.63517485	2.9642245233
265.2212395     -53.6632276     18.86684425	5.3060566598
265.2202569     -53.6649281     11.53991552	3.2861599598
265.2198425     -53.6651486     21.01839367	2.0277657587
265.2197952     -53.6646743     31.26328252	7.0575321895
265.2202156     -53.6642212     24.53613898	5.5211795484
265.2197151     -53.6619251     1.23747873	5.3981942469
265.2195004     -53.6664486     10.43650899	6.3804136927
265.2186483     -53.6664154     20.3658946	2.97998111
265.2185167     -53.662967      6.69877293	4.8574814593
265.2181264     -53.6637388     24.40511168	3.0686234727
265.2184769     -53.6625658     16.67950458	4.1145922879
265.2177821     -53.6635628     11.84271221	2.637589917
265.2178945     -53.6606613     27.25241163	6.2309378932
265.2178288     -53.6604259     11.92557279	5.0065722734
265.2168958     -53.6686385     21.3056232617	3.7465473507
265.2170684     -53.6654113     17.66756742	2.12062137
265.2167847     -53.6646442     16.0082106	1.8110654683
265.2172153     -53.6623021     14.42197756	3.782065026
265.2164915     -53.6685161     10.2767256847	1.933408974
265.2165922     -53.6652391     6.68642621	1.1202392187
265.2164832     -53.6639875     9.95782811	1.7018723024
265.2163577     -53.663228      20.77538128	3.3986827834
265.2165009     -53.6627586     25.80026052	2.4604405454
265.2162864     -53.6617804     7.46894056	1.4581092406
265.2163436     -53.6604662     13.8503071387	0.5892355094
265.2155719     -53.6632841     22.24890305	3.3435410332
265.2156243     -53.6600898     15.81801233	5.1804641008
265.2154384     -53.6666561     26.81944086	7.4317071983
265.2153309     -53.6658325     7.65171566	6.9785795091
265.2153218     -53.6655877     15.69843454	2.1976565992
265.2153791     -53.6638662     20.71033621	6.4774574912
265.2151144     -53.6634099     16.37604874	3.9856161262
265.215311      -53.6623963     16.40628745	3.1958119276
265.2146619     -53.6657822     33.90210632	8.3857913445
265.2149395     -53.65993       15.51138105	3.8972672181
265.214096      -53.6648479     20.69157408	3.3572053664
265.2138305     -53.6623669     19.383829	1.1480576048
265.2143875     -53.6614481     19.02432012	5.6444808746
265.2138645     -53.6599607     15.45694701	2.9063555177
265.2128899     -53.6612127     6.58152982	2.3153209604
265.2131152     -53.6605368     11.87780923	3.9314677652
265.2122379     -53.663698      19.1892384045	3.2074071364
265.2124882     -53.6631634     17.27630367	1.8957642424
265.2121425     -53.6620206     15.92135326	1.2744229918
265.2115953     -53.6608139     -20.5158401	3.6282399922
265.2111646     -53.6621621     14.4146182222	0.8699954654
265.210716      -53.6624821     16.6927448592	1.5676992829
265.2105379     -53.6615215     9.23320666	2.4157931842
265.2100633     -53.6620814     18.5550827307	1.9983910629
265.2097069     -53.660369      27.58775136	8.3994791986
265.2095493     -53.6605347     19.75649738	6.9817023688
265.2158745     -53.6590662     20.06517538	2.7948665638
265.2154039     -53.6594891     25.06415662	3.9290988255
265.2141641     -53.6586268     18.89937076	3.2161435198
265.2142592     -53.6579009     14.9115014	3.2460976478
265.2128648     -53.6596737     12.63372028	1.0202538246
265.2124716     -53.6578234     20.09868193	2.2622259051
265.2117917     -53.6578589     12.6593886	3.3757523796
265.2115169     -53.6550206     23.57237958	4.741186224
265.2111291     -53.6595783     20.08523679	8.067547396
265.2112018     -53.6558064     20.79666531	4.3743596472
265.2108707     -53.6553979     21.88750615	3.0227274126
265.2103856     -53.654936      23.2675793	2.9409440665
265.2098459     -53.6580241     29.4999043	3.986735373
265.2094078     -53.6575027     26.85122208	6.4721987533
265.2095107     -53.6561153     6.82438459	15.2564763016
265.2092458     -53.6541791     16.78246742	8.6336042617
265.2091132     -53.6532277     37.90301064	2.4932579133
265.2086311     -53.6582977     10.59837567	6.1693362161
265.2088834     -53.6580737     21.22862688	5.8905833581
265.2087774     -53.6569612     -83.59756283	5.3000382869
265.2084233     -53.656707      19.61983979	3.7949452987
265.2082853     -53.6527146     -81.440344229	2.2444338966
265.2077095     -53.654861      20.18791016	6.1377025247
265.20793       -53.6521526     6.859543318	4.049248239
265.2071319     -53.6586439     15.52344063	6.1610476464
265.2071533     -53.6553627     19.30082596	4.1146484932
265.2068839     -53.655455      17.16284821	7.96878737
265.2064107     -53.65629       15.56694531	3.5711177844
265.2063237     -53.654807      30.60929204	4.1011301026
265.2053892     -53.656135      9.9986336	3.1130316478
265.2051082     -53.656082      28.5726315116	4.5221284391
265.2051212     -53.6553105     12.23912879	5.5556884192
265.2049339     -53.65673       18.2103969377	3.1245238896
265.2044423     -53.6553457     15.54463176	5.895416845
265.2044894     -53.654484      16.19960887	2.9280266971
265.2048136     -53.6531028     18.5161642498	0.7917248592
265.2039778     -53.6557336     5.25211331	9.2811860966
265.2039695     -53.6552368     5.72701062	5.3619580899
265.2036585     -53.6542659     21.0505047639	2.8444206669
265.2028775     -53.6547955     16.2524956569	2.6273174472
265.2030696     -53.6542788     16.7578142228	2.3664893087
265.2025105     -53.6547537     10.2439762481	3.9951615824
265.21          -53.6522        14.100666257	0.588490392
265.217         -53.6492        17.6204350781	3.8503085691
265.215         -53.6497        21.9861968418	2.3480968214
265.211         -53.6516        11.0341839433	3.6691441313
265.214         -53.6506        10.7594266309	2.3856510807
265.223         -53.6465        23.3417981728	3.3693728931
265.219         -53.649         18.63000019	4.7992780245
265.232         -53.6618        24.07360746	4.5508018679
265.23          -53.6617        12.68059548	4.7335403879
265.225         -53.6601        19.54212511	5.5237906305
265.223         -53.6599        13.09178212	2.9458174163
265.21          -53.6537        25.05038436	6.5879858688
265.224         -53.6531        14.28019877	5.2636189762
265.22          -53.6522        12.61593097	5.5033438812
265.225         -53.6517        25.32593546	3.1033597865
