0.339866	 208.000000	 1.200000
0.328538	 242.200000	 3.300000
0.340606	 219.600000	 5.900000
0.358396	 235.200000	 2.000000
0.386581	 217.200000	 1.800000
0.382724	 228.900000	 6.600000
0.378998	 231.700000	 2.900000
0.294323	 218.600000	 1.700000
0.302357	 226.800000	 7.800000
0.333347	 224.100000	 1.300000
0.313068	 228.800000	 2.100000
0.304448	 236.600000	 2.600000
0.348400	 229.500000	 3.100000
0.324016	 230.200000	 3.000000
0.277177	 250.200000	 1.200000
0.324040	 221.300000	 8.200000
0.476442	 223.500000	 3.100000
0.375999	 248.300000	 2.100000
0.359666	 232.800000	 2.300000
0.308881	 213.000000	 2.700000
0.355430	 228.800000	 4.400000
0.677211	 240.700000	 0.100000
0.416705	 225.700000	 1.500000
0.345332	 227.700000	 0.200000
0.301200	 228.500000	 2.300000
0.268715	 238.200000	 1.600000
0.264764	 241.200000	 1.500000
0.277030	 228.100000	 3.900000
0.281610	 219.500000	 2.100000
0.295838	 204.400000	 6.100000
0.258654	 220.500000	 1.300000
0.587771	 237.400000	 1.700000
0.514704	 227.200000	 1.400000
0.438097	 218.200000	 2.300000
0.373597	 232.300000	 0.900000
0.351801	 221.600000	 3.000000
0.248985	 216.900000	 2.900000
0.273557	 226.200000	 2.200000
0.283130	 240.400000	 3.000000
0.270845	 237.200000	 1.300000
0.248199	 229.000000	 2.200000
0.240266	 229.400000	 0.900000
0.242037	 221.800000	 0.900000
0.414070	 228.100000	 2.100000
0.393233	 233.000000	 2.500000
0.236888	 227.100000	 3.900000
0.237332	 235.000000	 1.400000
0.234862	 222.300000	 5.900000
0.390510	 226.700000	 2.000000
0.423969	 227.900000	 1.300000
0.339147	 224.200000	 1.700000
0.322697	 230.200000	 2.100000
0.224302	 224.600000	 4.800000
0.235516	 227.900000	 3.500000
0.576097	 222.300000	 2.200000
0.392287	 224.500000	 2.700000
0.318725	 244.000000	 3.300000
0.307068	 230.100000	 3.800000
0.228079	 233.800000	 2.900000
0.220452	 224.900000	 1.900000
0.253548	 218.600000	 1.800000
0.271951	 237.400000	 2.600000
0.305693	 237.100000	 2.500000
0.314707	 235.800000	 2.400000
0.325635	 224.600000	 5.100000
0.341363	 218.100000	 4.000000
0.358048	 223.100000	 2.100000
0.208229	 211.800000	 3.900000
0.211978	 227.500000	 1.800000
0.217420	 227.800000	 0.900000
0.245565	 231.500000	 1.100000
0.242464	 228.800000	 2.000000
0.364135	 236.000000	 2.100000
0.308216	 225.000000	 2.000000
0.233820	 226.600000	 2.100000
0.211871	 221.500000	 2.500000
0.207825	 235.300000	 3.300000
0.203714	 227.600000	 1.600000
0.242696	 210.100000	 3.200000
0.368833	 231.800000	 5.800000
0.294943	 226.500000	 0.300000
0.272747	 224.000000	 0.100000
0.275078	 247.200000	 4.600000
0.214236	 250.300000	 2.300000
0.213061	 235.000000	 1.800000
0.211639	 236.300000	 4.400000
0.206724	 221.200000	 1.900000
0.194178	 237.700000	 1.000000
0.228548	 225.100000	 4.000000
0.248709	 224.600000	 4.800000
0.255102	 226.900000	 8.400000
0.271016	 235.900000	 1.500000
0.275583	 228.500000	 2.100000
0.287536	 233.800000	 1.400000
0.269740	 215.100000	 0.300000
0.263889	 238.400000	 0.100000
0.249292	 231.700000	 2.400000
0.242031	 224.800000	 2.000000
0.191413	 225.200000	 2.100000
0.186760	 227.700000	 1.800000
0.196117	 234.300000	 1.100000
0.193945	 219.000000	 5.600000
0.209334	 223.000000	 4.900000
0.218244	 238.400000	 1.500000
0.246978	 236.900000	 7.400000
0.254983	 220.400000	 3.000000
0.294236	 239.800000	 2.500000
0.299123	 228.100000	 3.300000
0.322359	 231.000000	 1.600000
0.338000	 221.600000	 2.200000
0.298568	 226.900000	 0.200000
0.251917	 225.600000	 2.500000
0.229227	 230.500000	 1.300000
0.202019	 225.300000	 3.100000
0.191503	 234.000000	 2.200000
0.177145	 220.300000	 3.900000
0.178874	 231.100000	 3.100000
0.178092	 217.100000	 7.400000
0.196508	 230.600000	 5.000000
0.228008	 228.500000	 2.000000
0.269230	 237.600000	 6.400000
0.268095	 238.300000	 2.800000
0.293706	 229.000000	 1.700000
0.315570	 253.900000	 1.400000
0.339099	 225.400000	 1.000000
0.364746	 239.600000	 6.700000
0.366153	 239.200000	 3.800000
0.330561	 245.500000	 8.800000
0.310098	 231.200000	 2.100000
0.300290	 226.000000	 1.400000
0.225750	 221.700000	 9.000000
0.206629	 227.800000	 5.500000
0.176031	 230.100000	 2.300000
0.172312	 231.300000	 1.100000
0.188015	 219.900000	 1.500000
0.240982	 220.300000	 2.100000
0.267821	 230.000000	 1.300000
0.343379	 220.000000	 2.300000
0.316131	 228.000000	 3.900000
0.193458	 236.100000	 4.300000
0.187122	 226.900000	 7.300000
0.183805	 247.900000	 4.200000
0.171765	 221.600000	 1.000000
0.168097	 239.800000	 1.300000
0.167444	 225.400000	 2.800000
0.163560	 245.100000	 1.800000
0.161353	 232.400000	 1.400000
0.163782	 224.800000	 2.200000
0.167735	 217.900000	 4.200000
0.212120	 236.100000	 2.200000
0.214440	 244.800000	 7.300000
0.464736	 233.400000	 2.900000
0.426832	 224.000000	 3.900000
0.402386	 231.100000	 1.700000
0.349370	 222.900000	 2.900000
0.269380	 210.300000	 1.800000
0.234918	 226.100000	 1.300000
0.209761	 228.300000	 4.000000
0.175486	 245.700000	 2.200000
0.160666	 219.300000	 3.200000
0.159972	 232.900000	 1.300000
0.158194	 236.500000	 0.200000
0.168538	 239.100000	 0.400000
0.198435	 231.600000	 1.000000
0.275892	 234.500000	 2.200000
0.331425	 213.200000	 1.900000
0.335641	 210.300000	 1.500000
0.194328	 222.400000	 2.100000
0.187589	 222.700000	 0.500000
0.163774	 235.600000	 9.400000
0.157768	 229.400000	 0.300000
0.147893	 238.000000	 0.100000
